"element"	"cell"
"148"	"chr2,85760050,Olfr1012,1"	"17"
"149"	"chr2,85770807,Olfr1013,1"	"17"
"150"	"chr2,85777044,Olfr1014,1"	"17"
"151"	"chr2,85784910,Olfr1015,1"	"17"
"152"	"chr2,85800076,Olfr1016,1"	"17"
"153"	"chr2,85808641,Olfr1017-ps1,1"	"17"
"154"	"chr2,85842538,Olfr1019,1"	"17"
"155"	"chr2,86229460,Olfr1047,1"	"17"
"156"	"chr2,86237120,Olfr1048,1"	"17"
"157"	"chr2,86255840,Olfr1049,1"	"17"
"158"	"chr2,86268352,Olfr1050-ps1,1"	"17"
"159"	"chr2,86276448,Olfr1051,1"	"17"
"160"	"chr2,87309018,Olfr1118,1"	"17"
"161"	"chr2,89026738,Olfr1217,1"	"17"
"162"	"chr2,89056766,Olfr1218,1"	"17"
"163"	"chr2,89077936,Olfr1219,1"	"17"
"164"	"chr2,89101022,Olfr1220,1"	"17"
"165"	"chr2,89113184,Olfr1221,1"	"17"
"166"	"chr2,89127968,Olfr1222,1"	"17"
"167"	"chr2,89147711,Olfr1223,1"	"17"
"168"	"chr2,89157882,Olfr1224-ps1,1"	"17"
"169"	"chr2,89339171,Olfr1233,1"	"17"
"170"	"chr2,89362439,Olfr1234,1"	"17"
"171"	"chr2,89387566,Olfr1235-ps1,1"	"17"
"172"	"chr2,89405822,Olfr1238,1"	"17"
"173"	"chr2,89418726,Olfr1239,1"	"17"
"174"	"chr2,89439646,Olfr1240,1"	"17"
"175"	"chr2,89609692,Olfr1247,1"	"17"
"176"	"chr2,89617706,Olfr1248,1"	"17"
"177"	"chr2,89630418,Olfr1249,1"	"17"
"178"	"chr2,89659570,Olfr1250,1"	"17"
"179"	"chr2,89668902,Olfr1251,1"	"17"
"180"	"chr2,89977196,Olfr1260,1"	"17"
"181"	"chr2,89993714,Olfr1261,1"	"17"
"182"	"chr2,90004306,Olfr1262,1"	"17"
"183"	"chr2,90015222,Olfr1263,1"	"17"
"184"	"chr2,90022216,Olfr1264,1"	"17"
"185"	"chr2,90038796,Olfr1265,1"	"17"
"186"	"chr2,90056609,Olfr140,1"	"17"
"187"	"chr2,90085994,Olfr1267-ps1,1"	"17"
"188"	"chr2,90110930,Olfr1268-ps1,1"	"17"
"189"	"chr2,90119557,Olfr1269,1"	"17"
"190"	"chr2,90139183,Olfr32,1"	"17"
"191"	"chr2,90149166,Olfr1270,1"	"17"
"192"	"chr2,90223019,Olfr1506,1"	"17"
"193"	"chr2,90253849,Olfr142,1"	"17"
"194"	"chr2,90265789,Olfr1271,1"	"17"
"195"	"chr2,90282110,Olfr1272,1"	"17"
"196"	"chr2,90294762,Olfr1273-ps,1"	"17"
"197"	"chr9,37746865,Olfr874,1"	"17"
"198"	"chr9,37773158,Olfr875,1"	"17"
"199"	"chr9,37920198,Olfr878,1"	"17"
"200"	"chr9,38143609,Olfr890,1"	"17"
"201"	"chr9,38180346,Olfr891,1"	"17"
"202"	"chr9,38190190,Olfr892-ps1,1"	"17"
"203"	"chr9,38209992,Olfr893,1"	"17"
"204"	"chr9,38219342,Olfr894,1"	"17"
"205"	"chr9,38254662,Olfr143,1"	"17"
"206"	"chr9,38268844,Olfr895,1"	"17"
"207"	"chr9,38349406,Olfr898,1"	"17"
"208"	"chr9,38368885,Olfr250,1"	"17"
"209"	"chr9,38379309,Olfr251,1"	"17"
"210"	"chr9,38403346,Olfr147,1"	"17"
"211"	"chr9,38431082,Olfr901,1"	"17"
"212"	"chr9,38448982,Olfr902,1"	"17"
"213"	"chr9,38464298,Olfr904,1"	"17"
"214"	"chr9,38473213,Olfr905,1"	"17"
"215"	"chr9,38488114,Olfr906,1"	"17"
"216"	"chr9,38497932,Olfr907,1"	"17"
"217"	"chr9,38977000,Olfr933,1"	"17"
"218"	"chr9,38984800,Olfr934,1"	"17"
"219"	"chr9,38996862,Olfr935,1"	"17"
"220"	"chr9,39020718,Olfr146,1"	"17"
"221"	"chr9,39061924,Olfr937,1"	"17"
"222"	"chr9,39550632,Olfr958,1"	"17"
"223"	"chr9,39572458,Olfr959,1"	"17"
"224"	"chr9,39612804,Olfr148,1"	"17"
"225"	"active"	"17"
"226"	"chr14,49898042,Olfr722,0"	"23"
"227"	"chr14,50686557,Olfr747,0"	"23"
"228"	"chr14,52351169,Olfr1513,0"	"23"
"229"	"chr14,52375188,Olfr1512,0"	"23"
"230"	"chr14,52393586,Olfr1511,0"	"23"
"231"	"chr14,52411756,Olfr1510,0"	"23"
"232"	"chr14,52448161,Olfr1509,0"	"23"
"233"	"chr14,52461843,Olfr1508,0"	"23"
"234"	"chr16,3592614,Olfr161,1"	"23"
"235"	"chr16,58761360,Olfr172,1"	"23"
"236"	"chr16,58797738,Olfr173,1"	"23"
"237"	"chr16,58825218,Olfr175-ps1,1"	"23"
"238"	"chr16,58872824,Olfr177,1"	"23"
"239"	"chr16,58890241,Olfr178,1"	"23"
"240"	"chr16,59028036,Olfr186,1"	"23"
"241"	"chr16,59037764,Olfr187,1"	"23"
"242"	"chr16,59072526,Olfr190,1"	"23"
"243"	"chr16,59086358,Olfr191,1"	"23"
"244"	"chr16,59099661,Olfr192,1"	"23"
"245"	"chr16,59109856,Olfr193,1"	"23"
"246"	"chr16,59118914,Olfr194,1"	"23"
"247"	"chr16,59148918,Olfr195,1"	"23"
"248"	"chr16,59201942,Olfr198,1"	"23"
"249"	"chr16,59217266,Olfr199,1"	"23"
"250"	"chr19,12282740,Olfr1433,1"	"23"
"251"	"chr19,12298656,Olfr1436,1"	"23"
"252"	"chr19,12322154,Olfr1437,1"	"23"
"253"	"chr19,12673685,Olfr1442,1"	"23"
"254"	"chr19,12680978,Olfr1443,1"	"23"
"255"	"chr19,13079078,Olfr1456-ps1,1"	"23"
"256"	"chr19,13094765,Olfr1457,1"	"23"
"257"	"chr19,13104184,Olfr1458,1"	"23"
"258"	"chr19,13143785,Olfr1459,1"	"23"
"259"	"chr7,6440282,Olfr1344,1"	"23"
"260"	"chr7,6461424,Olfr1336,1"	"23"
"261"	"chr7,6472606,Olfr1346,1"	"23"
"262"	"chr7,6482958,Olfr5,1"	"23"
"263"	"chr7,107902832,Olfr472,1"	"23"
"264"	"chr7,107933074,Olfr473,1"	"23"
"265"	"chr7,107955109,Olfr474,1"	"23"
"266"	"chr7,107967072,Olfr476,1"	"23"
"267"	"chr7,107989671,Olfr477,1"	"23"
"268"	"chr7,108032006,Olfr478,1"	"23"
"269"	"chr7,108255190,Olfr488,1"	"23"
"270"	"chr7,108368638,Olfr494,1"	"23"
"271"	"chr7,108522977,Olfr502,1"	"23"
"272"	"chr7,108565315,Olfr504,1"	"23"
"273"	"chr7,108613124,Olfr506,1"	"23"
"274"	"chr7,108622289,Olfr507,1"	"23"
"275"	"chr7,108630823,Olfr508,1"	"23"
"276"	"chr7,108648511,Olfr509,1"	"23"
"277"	"active"	"23"
"278"	"chr1,174117208,Olfr231,1"	"25"
"279"	"chr1,174134888,Olfr424,1"	"25"
"280"	"chr1,174429406,Olfr414,1"	"25"
"281"	"chr14,50298517,Olfr733,0"	"25"
"282"	"chr14,50321728,Olfr734,0"	"25"
"283"	"chr14,50345616,Olfr735,0"	"25"
"284"	"chr14,50387678,Olfr736,0"	"25"
"285"	"chr14,50411503,Olfr738,0"	"25"
"286"	"chr14,50422866,Olfr739,0"	"25"
"287"	"chr14,50451239,Olfr740,0"	"25"
"288"	"chr14,50480538,Olfr741,0"	"25"
"289"	"chr14,50510372,Olfr742,0"	"25"
"290"	"chr14,50528438,Olfr743,0"	"25"
"291"	"chr14,52351169,Olfr1513,0"	"25"
"292"	"chr14,52375188,Olfr1512,0"	"25"
"293"	"chr14,52393586,Olfr1511,0"	"25"
"294"	"chr14,52411756,Olfr1510,0"	"25"
"295"	"chr14,49898042,Olfr722,0"	"26"
"296"	"chr14,49930076,Olfr723,0"	"26"
"297"	"chr14,49961602,Olfr724,0"	"26"
"298"	"chr14,50037344,Olfr725,0"	"26"
"299"	"chr14,50127495,Olfr727,0"	"26"
"300"	"chr14,50138219,Olfr728,0"	"26"
"301"	"chr14,50148820,Olfr729,0"	"26"
"302"	"chr14,50185747,Olfr730,0"	"26"
"303"	"chr14,50237606,Olfr731,0"	"26"
"304"	"chr14,50281208,Olfr732,0"	"26"
"305"	"chr14,50298517,Olfr733,0"	"26"
"306"	"chr14,50321728,Olfr734,0"	"26"
"307"	"chr14,50345616,Olfr735,0"	"26"
"308"	"chr14,50387678,Olfr736,0"	"26"
"309"	"chr14,50411503,Olfr738,0"	"26"
"310"	"chr14,50422866,Olfr739,0"	"26"
"311"	"chr14,50528438,Olfr743,0"	"26"
"312"	"chr14,50617359,Olfr744,0"	"26"
"313"	"chr14,50641636,Olfr745,0"	"26"
"314"	"chr14,50653711,Olfr746,0"	"26"
"315"	"chr14,50686557,Olfr747,0"	"26"
"316"	"chr14,52036997,Olfr221,0"	"26"
"317"	"chr14,52351169,Olfr1513,0"	"26"
"318"	"chr14,52375188,Olfr1512,0"	"26"
"319"	"chr14,52393586,Olfr1511,0"	"26"
"320"	"chr14,52411756,Olfr1510,0"	"26"
"321"	"chr14,52448161,Olfr1509,0"	"26"
"322"	"chr14,52461843,Olfr1508,0"	"26"
"323"	"chr16,58761360,Olfr172,0"	"26"
"324"	"chr16,58797738,Olfr173,0"	"26"
"325"	"chr16,58825218,Olfr175-ps1,0"	"26"
"326"	"chr16,58872824,Olfr177,0"	"26"
"327"	"chr16,58890241,Olfr178,0"	"26"
"328"	"chr16,59028036,Olfr186,0"	"26"
"329"	"chr16,59086358,Olfr191,0"	"26"
"330"	"chr16,59099661,Olfr192,0"	"26"
"331"	"chr16,59109856,Olfr193,0"	"26"
"332"	"chr16,59148918,Olfr195,0"	"26"
"333"	"chr16,59168546,Olfr196,0"	"26"
"334"	"chr16,59186018,Olfr197,0"	"26"
"335"	"chr16,59201942,Olfr198,0"	"26"
"336"	"chr16,59217266,Olfr199,0"	"26"
"337"	"chr16,59269372,Olfr201,0"	"26"
"338"	"chr16,59285112,Olfr202,0"	"26"
"339"	"chr16,59301832,Olfr203,0"	"26"
"340"	"chr16,59312722,Olfr204,0"	"26"
"341"	"chr16,59329572,Olfr205,0"	"26"
"342"	"active"	"26"
"343"	"chr14,52351169,Olfr1513,0"	"28"
"344"	"chr14,52375188,Olfr1512,0"	"28"
"345"	"chr14,52393586,Olfr1511,0"	"28"
"346"	"chr14,52411756,Olfr1510,0"	"28"
"347"	"chr14,52448161,Olfr1509,0"	"28"
"348"	"chr14,52461843,Olfr1508,0"	"28"
"349"	"active"	"28"
"350"	"chr14,49898042,Olfr722,0"	"29"
"351"	"chr14,49930076,Olfr723,0"	"29"
"352"	"chr14,50387678,Olfr736,0"	"29"
"353"	"chr14,50411503,Olfr738,0"	"29"
"354"	"chr14,50422866,Olfr739,0"	"29"
"355"	"chr14,50686557,Olfr747,0"	"29"
"356"	"chr14,52448161,Olfr1509,0"	"29"
"357"	"chr14,52461843,Olfr1508,0"	"29"
"358"	"chr7,6440282,Olfr1344,0"	"29"
"359"	"chr7,6461424,Olfr1336,0"	"29"
"360"	"chr7,6472606,Olfr1346,0"	"29"
"361"	"chr7,6482958,Olfr5,0"	"29"
"362"	"chr7,107814270,Olfr467,1"	"29"
"363"	"chr7,107823054,Olfr469,1"	"29"
"364"	"chr7,108667890,Olfr510,1"	"29"
"365"	"chr7,108713848,Olfr512,1"	"29"
"366"	"active"	"29"
"367"	"chr14,50298517,Olfr733,0"	"3"
"368"	"chr14,50321728,Olfr734,0"	"3"
"369"	"chr14,50345616,Olfr735,0"	"3"
"370"	"chr14,50411503,Olfr738,0"	"3"
"371"	"chr14,50422866,Olfr739,0"	"3"
"372"	"chr14,50451239,Olfr740,0"	"3"
"373"	"chr14,50480538,Olfr741,0"	"3"
"374"	"chr14,50510372,Olfr742,0"	"3"
"375"	"chr14,50528438,Olfr743,0"	"3"
"376"	"chr14,50617359,Olfr744,0"	"3"
"377"	"chr14,50641636,Olfr745,0"	"3"
"378"	"chr14,50653711,Olfr746,0"	"3"
"379"	"chr14,50686557,Olfr747,0"	"3"
"380"	"chr14,52461843,Olfr1508,0"	"3"
"381"	"chr19,12060646,Olfr1424,1"	"3"
"382"	"chr19,12920608,Olfr1448,1"	"3"
"383"	"chr7,107902832,Olfr472,0"	"3"
"384"	"chr7,140324070,Olfr525,0"	"3"
"385"	"chr7,140336284,Olfr527,0"	"3"
"386"	"chr7,140607091,Olfr46,0"	"3"
"387"	"chr7,140633894,Olfr61,0"	"3"
"388"	"chr7,140649778,Olfr53,0"	"3"
"389"	"chr7,140667768,Olfr539,0"	"3"
"390"	"active"	"3"
"391"	"chr11,51143000,Olfr1374-ps1,0"	"30"
"392"	"chr11,73814394,Olfr392,1"	"30"
"393"	"chr11,73887055,Olfr394,1"	"30"
"394"	"chr11,73907021,Olfr395,1"	"30"
"395"	"chr11,73928788,Olfr396-ps1,1"	"30"
"396"	"chr11,73939668,Olfr23,1"	"30"
"397"	"chr11,73953886,Olfr22-ps1,1"	"30"
"398"	"chr11,73964314,Olfr397,1"	"30"
"399"	"chr11,74240036,Olfr404-ps1,1"	"30"
"400"	"chr11,74281224,Olfr407-ps1,1"	"30"
"401"	"chr11,74287672,Olfr59,1"	"30"
"402"	"chr11,74298612,Olfr408-ps1,1"	"30"
"403"	"chr11,74317514,Olfr409-ps1,1"	"30"
"404"	"chr11,74334162,Olfr410,1"	"30"
"405"	"chr14,50148820,Olfr729,0"	"30"
"406"	"chr14,50185747,Olfr730,0"	"30"
"407"	"chr14,50321728,Olfr734,0"	"30"
"408"	"chr14,50345616,Olfr735,0"	"30"
"409"	"chr14,50387678,Olfr736,0"	"30"
"410"	"chr14,50411503,Olfr738,0"	"30"
"411"	"chr14,50422866,Olfr739,0"	"30"
"412"	"chr14,50451239,Olfr740,0"	"30"
"413"	"chr14,50480538,Olfr741,0"	"30"
"414"	"chr14,50510372,Olfr742,0"	"30"
"415"	"chr14,50528438,Olfr743,0"	"30"
"416"	"chr14,50617359,Olfr744,0"	"30"
"417"	"chr14,50641636,Olfr745,0"	"30"
"418"	"chr14,50653711,Olfr746,0"	"30"
"419"	"chr14,50686557,Olfr747,0"	"30"
"420"	"chr14,52036997,Olfr221,0"	"30"
"421"	"chr14,52375188,Olfr1512,0"	"30"
"422"	"chr14,52393586,Olfr1511,0"	"30"
"423"	"chr14,52411756,Olfr1510,0"	"30"
"424"	"chr14,52448161,Olfr1509,0"	"30"
"425"	"chr14,52461843,Olfr1508,0"	"30"
"426"	"active"	"30"
"427"	"chr1,92480550,Olfr1416,1"	"32"
"428"	"chr1,92609300,Olfr1410,1"	"32"
"429"	"chr14,50686557,Olfr747,0"	"32"
"430"	"chr14,52448161,Olfr1509,0"	"32"
"431"	"chr14,52461843,Olfr1508,0"	"32"
"432"	"chr2,37067483,Olfr360,0"	"32"
"433"	"chr2,37197088,Olfr365,0"	"32"
"434"	"chr2,37216932,Olfr366,0"	"32"
"435"	"chr2,87974185,Olfr74,0"	"32"
"436"	"chr2,87990584,Olfr1158,0"	"32"
"437"	"chr2,87998742,Olfr1159-ps1,0"	"32"
"438"	"chr2,88004604,Olfr1160,0"	"32"
"439"	"chr2,88025535,Olfr1161,0"	"32"
"440"	"chr2,88101510,Olfr1165-ps,0"	"32"
"441"	"chr2,88125819,Olfr1166,0"	"32"
"442"	"chr2,90085994,Olfr1267-ps1,0"	"32"
"443"	"chr2,90110930,Olfr1268-ps1,0"	"32"
"444"	"chr2,90119557,Olfr1269,0"	"32"
"445"	"chr2,90139183,Olfr32,0"	"32"
"446"	"chr2,90149166,Olfr1270,0"	"32"
"447"	"chr2,90265789,Olfr1271,0"	"32"
"448"	"chr2,90282110,Olfr1272,0"	"32"
"449"	"chr2,90294762,Olfr1273-ps,0"	"32"
"450"	"chr7,86353406,Olfr306-ps1,0"	"32"
"451"	"chr7,86363869,Olfr305,0"	"32"
"452"	"chr7,86386158,Olfr304,0"	"32"
"453"	"chr7,86394800,Olfr303,0"	"32"
"454"	"chr7,86408935,Olfr301,0"	"32"
"455"	"chr7,86443474,Olfr300-ps1,0"	"32"
"456"	"chr7,86465998,Olfr299,0"	"32"
"457"	"chr7,108713848,Olfr512,0"	"32"
"458"	"chr7,108881104,Olfr518,0"	"32"
"459"	"active"	"32"
"460"	"chr14,52393586,Olfr1511,0"	"33"
"461"	"chr14,52411756,Olfr1510,0"	"33"
"462"	"chr14,52448161,Olfr1509,0"	"33"
"463"	"chr14,52461843,Olfr1508,0"	"33"
"464"	"chr16,3592614,Olfr161,1"	"33"
"465"	"chr16,58825218,Olfr175-ps1,1"	"33"
"466"	"chr16,58872824,Olfr177,1"	"33"
"467"	"chr16,58890241,Olfr178,1"	"33"
"468"	"chr16,59028036,Olfr186,1"	"33"
"469"	"chr16,59037764,Olfr187,1"	"33"
"470"	"chr17,37403442,Olfr107,0"	"33"
"471"	"chr17,37408121,Olfr759-ps1,0"	"33"
"472"	"chr17,37445998,Olfr108,0"	"33"
"473"	"chr17,37451719,Olfr760-ps1,0"	"33"
"474"	"chr17,37465282,Olfr109,0"	"33"
"475"	"chr17,38055414,Olfr129,0"	"33"
"476"	"chr17,38069080,Olfr130,0"	"33"
"477"	"chr17,38085172,Olfr131,0"	"33"
"478"	"chr17,38132196,Olfr132,0"	"33"
"479"	"chr17,38148253,Olfr133,0"	"33"
"480"	"chr6,116493616,Olfr211,1"	"33"
"481"	"chr6,116512242,Olfr212,1"	"33"
"482"	"chr6,116541368,Olfr213,1"	"33"
"483"	"chr6,116557423,Olfr214,1"	"33"
"484"	"chr7,6440282,Olfr1344,0"	"33"
"485"	"chr7,6461424,Olfr1336,0"	"33"
"486"	"chr7,6472606,Olfr1346,0"	"33"
"487"	"chr7,6482958,Olfr5,0"	"33"
"488"	"active"	"33"
"489"	"chr11,73964314,Olfr397,1"	"36"
"490"	"chr14,52351169,Olfr1513,0"	"36"
"491"	"chr14,52375188,Olfr1512,0"	"36"
"492"	"chr14,52393586,Olfr1511,0"	"36"
"493"	"chr14,52411756,Olfr1510,0"	"36"
"494"	"chr14,52448161,Olfr1509,1"	"36"
"495"	"chr14,52448161,Olfr1509,0"	"36"
"496"	"chr14,52461843,Olfr1508,1"	"36"
"497"	"chr14,52461843,Olfr1508,0"	"36"
"498"	"chr19,12322154,Olfr1437,0"	"36"
"499"	"chr19,12394435,Olfr1440,0"	"36"
"500"	"chr19,12420394,Olfr1441,0"	"36"
"501"	"chr14,50185747,Olfr730,0"	"39"
"502"	"chr14,50451239,Olfr740,0"	"39"
"503"	"chr14,50480538,Olfr741,0"	"39"
"504"	"chr14,50510372,Olfr742,0"	"39"
"505"	"chr14,50528438,Olfr743,0"	"39"
"506"	"chr14,50617359,Olfr744,0"	"39"
"507"	"chr14,50641636,Olfr745,0"	"39"
"508"	"chr14,50653711,Olfr746,0"	"39"
"509"	"chr14,50686557,Olfr747,0"	"39"
"510"	"chr14,52351169,Olfr1513,0"	"39"
"511"	"chr14,52375188,Olfr1512,0"	"39"
"512"	"chr14,52393586,Olfr1511,0"	"39"
"513"	"chr14,52448161,Olfr1509,0"	"39"
"514"	"chr14,52461843,Olfr1508,0"	"39"
"515"	"chr4,118854568,Olfr1332-ps1,1"	"39"
"516"	"chr7,108648511,Olfr509,0"	"39"
"517"	"chr7,108667890,Olfr510,0"	"39"
"518"	"chr7,108713848,Olfr512,0"	"39"
"519"	"chr7,108868648,Olfr517,0"	"39"
"520"	"active"	"39"
"521"	"chr14,50617359,Olfr744,0"	"4"
"522"	"chr14,50641636,Olfr745,0"	"4"
"523"	"chr14,50653711,Olfr746,0"	"4"
"524"	"chr14,50686557,Olfr747,0"	"4"
"525"	"chr14,52461843,Olfr1508,0"	"4"
"526"	"chr17,37086185,Olfr90,1"	"4"
"527"	"chr17,37094458,Olfr91,1"	"4"
"528"	"chr17,37115299,Olfr92,1"	"4"
"529"	"chr17,37155710,Olfr93,1"	"4"
