"element"	"state"	"cell"
"58"	"chr7,6545373,Kefallonia,0"	"active"	"22"
"59"	"chr7,6650058,Amorgos,0"	"active"	"22"
"60"	"chr7,108797663,Ios,0"	"active"	"22"
"61"	"chr9,19651318,Donousa,0"	"active"	"22"
"62"	"chr7,140187230,Fourni,1"	"inactive"	"24"
"63"	"chr11,50999358,Symi,0"	"inactive"	"25"
"64"	"chr11,58739310,Souda,0"	"inactive"	"25"
"65"	"chr11,58810944,Andros,0"	"inactive"	"25"
"66"	"chr11,74036298,Crete,0"	"inactive"	"25"
"67"	"chr2,37128089,Lipsi,0"	"inactive"	"25"
"68"	"chr3,106876328,Kos,0"	"inactive"	"25"
"69"	"chr7,108797663,Ios,1"	"inactive"	"25"
"70"	"chr9,19651318,Donousa,1"	"inactive"	"25"
"71"	"chr1,92546156,Rhodes,1"	"active"	"25"
"72"	"chr6,42576866,Anafi,1"	"active"	"25"
"73"	"chr6,42576866,Anafi,0"	"active"	"25"
"74"	"chr6,42869928,Sfaktiria,1"	"active"	"25"
"75"	"chr6,42869928,Sfaktiria,0"	"active"	"25"
"76"	"chr7,102513116,Milos,0"	"active"	"25"
"77"	"chr7,102673445,Pontikonisi,0"	"active"	"25"
"78"	"chr7,108797663,Ios,0"	"active"	"25"
"79"	"chr7,140187230,Fourni,0"	"active"	"25"
"80"	"chr10,78618146,Aigina,1"	"inactive"	"26"
"81"	"chr16,3781465,Kastelorizo,1"	"inactive"	"26"
"82"	"chr4,43716210,Ithaki,1"	"inactive"	"26"
"83"	"chr4,43726115,Samothraki,1"	"inactive"	"26"
"84"	"chr4,43823984,Makronisos,1"	"inactive"	"26"
"85"	"chr6,42576866,Anafi,0"	"inactive"	"26"
"86"	"chr6,42869928,Sfaktiria,0"	"inactive"	"26"
"87"	"chr16,3781465,Kastelorizo,0"	"active"	"26"
"88"	"chr7,99730118,Patmos,0"	"active"	"26"
"89"	"chr7,99788064,Ikaria,0"	"active"	"26"
"90"	"chr7,102513116,Milos,0"	"active"	"26"
"91"	"chr7,102673445,Pontikonisi,0"	"active"	"26"
"92"	"chr7,108797663,Ios,0"	"active"	"26"
"93"	"chr9,19651318,Donousa,1"	"active"	"26"
"94"	"chr9,37687840,Kimolos,1"	"active"	"26"
"95"	"chr11,49575570,Skyros,0"	"inactive"	"28"
"96"	"chr11,50999358,Symi,0"	"inactive"	"28"
"97"	"chr11,58739310,Souda,0"	"inactive"	"28"
"98"	"chr11,58810944,Andros,0"	"inactive"	"28"
"99"	"chr11,59576044,Delos,0"	"inactive"	"28"
"100"	"chr16,3781465,Kastelorizo,1"	"inactive"	"28"
"101"	"chr16,58957158,Gavdos,1"	"inactive"	"28"
"102"	"chr19,12831017,Rho,0"	"inactive"	"28"
"103"	"chr14,50758873,Lesvos,0"	"active"	"28"
"104"	"chr14,52548102,H,0"	"active"	"28"
"105"	"chr4,58640628,Agios_Efstratios,0"	"active"	"28"
"106"	"chr4,58764138,Chios,0"	"active"	"28"
"107"	"chr7,102513116,Milos,0"	"active"	"28"
"108"	"chr7,108797663,Ios,0"	"active"	"28"
"109"	"chr9,19651318,Donousa,1"	"active"	"28"
"110"	"chr9,37687840,Kimolos,1"	"active"	"28"
"111"	"chr9,37687840,Kimolos,0"	"active"	"28"
"112"	"chr16,58957158,Gavdos,1"	"inactive"	"3"
"113"	"chr14,50758873,Lesvos,1"	"inactive"	"30"
"114"	"chr14,50758873,Lesvos,0"	"inactive"	"30"
"115"	"chr14,52548102,H,1"	"inactive"	"30"
"116"	"chr14,52548102,H,0"	"inactive"	"30"
"117"	"chr7,102513116,Milos,1"	"inactive"	"30"
"118"	"chr7,102673445,Pontikonisi,1"	"inactive"	"30"
"119"	"chr7,108797663,Ios,1"	"inactive"	"30"
"120"	"chr10,128978954,Poros,1"	"active"	"30"
"121"	"chr10,128978954,Poros,0"	"active"	"30"
"122"	"chr10,130098702,Kithira,0"	"active"	"30"
"123"	"chr7,86295200,Thira,0"	"active"	"30"
"124"	"chr7,108797663,Ios,0"	"active"	"30"
"125"	"chr7,140187230,Fourni,0"	"active"	"30"
"126"	"chr9,37687840,Kimolos,1"	"active"	"30"
"127"	"chr19,12831017,Rho,1"	"inactive"	"34"
"128"	"chr19,14090659,Oinouses,1"	"inactive"	"34"
"129"	"chr19,14096517,Tinos,1"	"inactive"	"34"
"130"	"chr6,42576866,Anafi,1"	"inactive"	"34"
"131"	"chr6,42869928,Sfaktiria,1"	"inactive"	"34"
"132"	"chr7,99730118,Patmos,0"	"active"	"34"
"133"	"chr7,99788064,Ikaria,0"	"active"	"34"
"134"	"chr7,102513116,Milos,0"	"active"	"34"
"135"	"chr7,102673445,Pontikonisi,0"	"active"	"34"
"136"	"chr7,108797663,Ios,0"	"active"	"34"
"137"	"chr7,140187230,Fourni,0"	"active"	"34"
"138"	"chr11,74036298,Crete,0"	"inactive"	"37"
"139"	"chr19,12831017,Rho,0"	"inactive"	"37"
"140"	"chr2,37128089,Lipsi,1"	"inactive"	"37"
"141"	"chr2,90414460,Paros,1"	"inactive"	"37"
"142"	"chr2,111727008,Evia,1"	"inactive"	"37"
"143"	"chr2,111790066,Antiparos,1"	"inactive"	"37"
"144"	"chr9,37687840,Kimolos,0"	"inactive"	"37"
"145"	"chr11,87897263,Naxos,0"	"active"	"37"
"146"	"chr11,87907305,Kasos,0"	"active"	"37"
"147"	"chr11,87937384,Sifnos,0"	"active"	"37"
"148"	"chr3,97491365,Folegandros,1"	"active"	"37"
"149"	"chr7,99730118,Patmos,0"	"active"	"37"
"150"	"chr7,99788064,Ikaria,0"	"active"	"37"
"151"	"chr7,102513116,Milos,0"	"active"	"37"
"152"	"chr7,102673445,Pontikonisi,0"	"active"	"37"
"153"	"chr7,108797663,Ios,1"	"active"	"37"
"154"	"chr7,108797663,Ios,0"	"active"	"37"
"155"	"chr4,58640628,Agios_Efstratios,1"	"inactive"	"42"
"156"	"chr4,58764138,Chios,1"	"inactive"	"42"
"157"	"chr2,90414460,Paros,0"	"active"	"42"
"158"	"chr7,108797663,Ios,0"	"active"	"42"
"159"	"chr11,50999358,Symi,1"	"inactive"	"44"
"160"	"chr14,50758873,Lesvos,1"	"inactive"	"44"
"161"	"chr14,54285038,Agistri,1"	"inactive"	"44"
"162"	"chr14,54304274,Salamina,1"	"inactive"	"44"
"163"	"chr7,99730118,Patmos,0"	"active"	"44"
"164"	"chr7,99788064,Ikaria,0"	"active"	"44"
"165"	"chr7,102513116,Milos,0"	"active"	"44"
"166"	"chr7,108797663,Ios,0"	"active"	"44"
"167"	"chr14,50758873,Lesvos,0"	"inactive"	"5"
"168"	"chr14,52548102,H,0"	"inactive"	"5"
"169"	"chr17,37544209,Tilos,1"	"inactive"	"5"
"170"	"chr13,65163423,Agathonisi,1"	"active"	"5"
"171"	"chr7,108797663,Ios,0"	"active"	"5"
"172"	"chr7,140187230,Fourni,0"	"active"	"5"
"173"	"chr16,58957158,Gavdos,0"	"inactive"	"55"
"174"	"chr17,37544209,Tilos,0"	"inactive"	"55"
"175"	"chr2,37128089,Lipsi,0"	"inactive"	"55"
"176"	"chr2,111727008,Evia,1"	"inactive"	"55"
"177"	"chr2,111790066,Antiparos,1"	"inactive"	"55"
"178"	"chr6,42869928,Sfaktiria,0"	"inactive"	"55"
"179"	"chr10,128978954,Poros,1"	"active"	"55"
"180"	"chr10,130098702,Kithira,1"	"active"	"55"
"181"	"chr7,6545373,Kefallonia,1"	"active"	"55"
"182"	"chr7,6650058,Amorgos,1"	"active"	"55"
"183"	"chr7,108797663,Ios,1"	"active"	"55"
"184"	"chr7,108797663,Ios,0"	"active"	"55"
"185"	"chr3,106876328,Kos,1"	"inactive"	"64"
"186"	"chr10,78618146,Aigina,0"	"active"	"64"
"187"	"chr10,128978954,Poros,1"	"inactive"	"66"
"188"	"chr6,42869928,Sfaktiria,0"	"inactive"	"66"
"189"	"chr6,116614138,Kalymnos,1"	"inactive"	"66"
"190"	"chr2,37128089,Lipsi,0"	"active"	"66"
"191"	"chr2,90414460,Paros,0"	"active"	"66"
"192"	"chr7,108797663,Ios,0"	"active"	"66"
"193"	"chr19,12831017,Rho,0"	"inactive"	"7"
"194"	"chr7,6545373,Kefallonia,1"	"inactive"	"7"
"195"	"chr7,6650058,Amorgos,1"	"inactive"	"7"
"196"	"chr7,102513116,Milos,1"	"inactive"	"7"
"197"	"chr7,102673445,Pontikonisi,1"	"inactive"	"7"
"198"	"chr7,108797663,Ios,1"	"inactive"	"7"
"199"	"chr16,3781465,Kastelorizo,0"	"active"	"7"
"200"	"chr4,118642412,Nimos,1"	"active"	"7"
"201"	"chr4,118658778,Mykonos,1"	"active"	"7"
"202"	"chr4,118729616,Leros,1"	"active"	"7"
"203"	"chr7,99730118,Patmos,0"	"active"	"7"
"204"	"chr7,99788064,Ikaria,0"	"active"	"7"
"205"	"chr7,102513116,Milos,0"	"active"	"7"
"206"	"chr7,102673445,Pontikonisi,0"	"active"	"7"
"207"	"chr7,108797663,Ios,0"	"active"	"7"
"208"	"chr17,37544209,Tilos,1"	"inactive"	"76"
"209"	"chr4,118642412,Nimos,0"	"inactive"	"76"
"210"	"chr4,118658778,Mykonos,0"	"inactive"	"76"
"211"	"chr4,118729616,Leros,0"	"inactive"	"76"
"212"	"chr9,19651318,Donousa,0"	"inactive"	"76"
"213"	"chr9,37687840,Kimolos,0"	"inactive"	"76"
"214"	"chr11,50999358,Symi,0"	"active"	"76"
"215"	"chr11,58739310,Souda,0"	"active"	"76"
"216"	"chr11,58810944,Andros,0"	"active"	"76"
"217"	"chr16,3781465,Kastelorizo,1"	"active"	"76"
"218"	"chr2,90414460,Paros,1"	"active"	"76"
"219"	"chr6,116614138,Kalymnos,0"	"active"	"76"
"220"	"chr7,99730118,Patmos,0"	"active"	"76"
"221"	"chr7,99788064,Ikaria,0"	"active"	"76"
"222"	"chr7,102513116,Milos,0"	"active"	"76"
"223"	"chr7,102673445,Pontikonisi,0"	"active"	"76"
"224"	"chr7,108797663,Ios,0"	"active"	"76"
"225"	"chr3,97491365,Folegandros,1"	"inactive"	"80"
"226"	"chr3,97491365,Folegandros,0"	"inactive"	"80"
"227"	"chr9,19651318,Donousa,0"	"inactive"	"80"
"228"	"chr9,37687840,Kimolos,0"	"inactive"	"80"
"229"	"chr10,128978954,Poros,1"	"active"	"80"
"230"	"chr6,116614138,Kalymnos,1"	"active"	"80"
"231"	"chr7,102513116,Milos,0"	"active"	"80"
"232"	"chr7,108797663,Ios,0"	"active"	"80"
"233"	"chr1,92546156,Rhodes,0"	"inactive"	"85"
"234"	"chr1,174036149,Astypalea,0"	"inactive"	"85"
"235"	"chr1,174342694,Santorini,0"	"inactive"	"85"
"236"	"chr11,49575570,Skyros,0"	"inactive"	"85"
"237"	"chr11,50999358,Symi,0"	"inactive"	"85"
"238"	"chr11,74036298,Crete,0"	"inactive"	"85"
"239"	"chr11,87897263,Naxos,0"	"inactive"	"85"
"240"	"chr11,87907305,Kasos,0"	"inactive"	"85"
"241"	"chr11,87937384,Sifnos,0"	"inactive"	"85"
"242"	"chr2,90414460,Paros,1"	"inactive"	"85"
"243"	"chr3,97491365,Folegandros,0"	"inactive"	"85"
"244"	"chr1,92546156,Rhodes,1"	"active"	"85"
"245"	"chr1,173190736,Kea,1"	"active"	"85"
"246"	"chr1,173212360,Kythnos,1"	"active"	"85"
"247"	"chr1,173265900,Serifos,1"	"active"	"85"
"248"	"chr1,174036149,Astypalea,1"	"active"	"85"
"249"	"chr1,174342694,Santorini,1"	"active"	"85"
"250"	"chr7,86295200,Thira,0"	"active"	"85"
"251"	"chr7,99730118,Patmos,0"	"active"	"85"
"252"	"chr7,99788064,Ikaria,0"	"active"	"85"
"253"	"chr7,102513116,Milos,0"	"active"	"85"
"254"	"chr7,102673445,Pontikonisi,0"	"active"	"85"
"255"	"chr7,108797663,Ios,0"	"active"	"85"
"256"	"chr17,37544209,Tilos,0"	"inactive"	"9"
"257"	"chr4,118642412,Nimos,1"	"inactive"	"9"
"258"	"chr4,118658778,Mykonos,1"	"inactive"	"9"
"259"	"chr4,118729616,Leros,1"	"inactive"	"9"
"260"	"chr9,19651318,Donousa,0"	"inactive"	"9"
"261"	"chr9,37687840,Kimolos,0"	"inactive"	"9"
"262"	"chr1,173190736,Kea,0"	"active"	"9"
"263"	"chr1,173212360,Kythnos,0"	"active"	"9"
"264"	"chr1,173265900,Serifos,0"	"active"	"9"
"265"	"chr15,98263558,Paxi,1"	"active"	"9"
"266"	"chr7,99730118,Patmos,0"	"active"	"9"
"267"	"chr7,99788064,Ikaria,0"	"active"	"9"
"268"	"chr7,102513116,Milos,0"	"active"	"9"
"269"	"chr7,102673445,Pontikonisi,0"	"active"	"9"
"270"	"chr7,108797663,Ios,0"	"active"	"9"
"271"	"chr13,21341290,Tils,1"	"inactive"	"90"
"272"	"chr13,21343730,Halki,1"	"inactive"	"90"
"273"	"chr4,118642412,Nimos,0"	"inactive"	"90"
"274"	"chr4,118658778,Mykonos,0"	"inactive"	"90"
"275"	"chr4,118729616,Leros,0"	"inactive"	"90"
"276"	"chr9,19651318,Donousa,1"	"inactive"	"90"
"277"	"chr7,86295200,Thira,0"	"active"	"90"
"278"	"chr7,99730118,Patmos,0"	"active"	"90"
"279"	"chr7,99788064,Ikaria,0"	"active"	"90"
"280"	"chr7,102513116,Milos,0"	"active"	"90"
"281"	"chr7,102673445,Pontikonisi,0"	"active"	"90"
"282"	"chr7,108797663,Ios,0"	"active"	"90"
"283"	"chr13,65163423,Agathonisi,1"	"inactive"	"92"
"284"	"chr13,65163423,Agathonisi,0"	"inactive"	"92"
"285"	"chr4,118642412,Nimos,1"	"inactive"	"92"
"286"	"chr4,118658778,Mykonos,1"	"inactive"	"92"
"287"	"chr4,118729616,Leros,1"	"inactive"	"92"
"288"	"chr6,42869928,Sfaktiria,0"	"inactive"	"92"
"289"	"chr6,116614138,Kalymnos,0"	"inactive"	"92"
"290"	"chr2,37128089,Lipsi,0"	"active"	"92"
"291"	"chr2,111727008,Evia,1"	"active"	"92"
"292"	"chr2,111790066,Antiparos,1"	"active"	"92"
"293"	"chr2,112200848,Zakynthos,1"	"active"	"92"
"294"	"chr7,86295200,Thira,0"	"active"	"92"
"295"	"chr7,108797663,Ios,0"	"active"	"92"
"296"	"chr1,173190736,Kea,1"	"inactive"	"1"
"297"	"chr1,173212360,Kythnos,1"	"inactive"	"1"
"298"	"chr1,173265900,Serifos,1"	"inactive"	"1"
"299"	"chr1,174036149,Astypalea,1"	"inactive"	"1"
"300"	"chr1,174342694,Santorini,1"	"inactive"	"1"
"301"	"chr17,37544209,Tilos,1"	"inactive"	"1"
"302"	"chr14,52548102,H,1"	"active"	"1"
"303"	"chr2,37128089,Lipsi,1"	"active"	"1"
"304"	"chr7,86295200,Thira,0"	"active"	"1"
"305"	"chr7,99730118,Patmos,0"	"active"	"1"
"306"	"chr7,99788064,Ikaria,0"	"active"	"1"
"307"	"chr7,108797663,Ios,0"	"active"	"1"
"308"	"chr11,49575570,Skyros,0"	"inactive"	"12"
"309"	"chr11,58739310,Souda,0"	"inactive"	"12"
"310"	"chr11,58810944,Andros,0"	"inactive"	"12"
"311"	"chr14,52548102,H,1"	"inactive"	"12"
"312"	"chr14,54285038,Agistri,1"	"inactive"	"12"
"313"	"chr14,54304274,Salamina,1"	"inactive"	"12"
"314"	"chr19,12831017,Rho,1"	"inactive"	"12"
"315"	"chr7,6545373,Kefallonia,1"	"active"	"12"
"316"	"chr7,99730118,Patmos,1"	"active"	"12"
"317"	"chr7,99788064,Ikaria,1"	"active"	"12"
"318"	"chr7,102513116,Milos,0"	"active"	"12"
"319"	"chr7,102673445,Pontikonisi,0"	"active"	"12"
"320"	"chr7,108797663,Ios,1"	"active"	"12"
"321"	"chr7,108797663,Ios,0"	"active"	"12"
"322"	"chr11,59576044,Delos,1"	"inactive"	"14"
"323"	"chr11,87897263,Naxos,0"	"inactive"	"14"
"324"	"chr11,87907305,Kasos,0"	"inactive"	"14"
"325"	"chr11,87937384,Sifnos,0"	"inactive"	"14"
"326"	"chr2,111790066,Antiparos,0"	"active"	"14"
"327"	"chr2,112200848,Zakynthos,0"	"active"	"14"
"328"	"chr7,108797663,Ios,0"	"active"	"14"
"329"	"chr9,19651318,Donousa,0"	"active"	"14"
"330"	"chr10,78618146,Aigina,1"	"inactive"	"15"
"331"	"chr1,173190736,Kea,0"	"inactive"	"17"
"332"	"chr1,173212360,Kythnos,0"	"inactive"	"17"
"333"	"chr1,173265900,Serifos,0"	"inactive"	"17"
"334"	"chr1,174036149,Astypalea,0"	"inactive"	"17"
"335"	"chr1,174342694,Santorini,0"	"inactive"	"17"
"336"	"chr2,37128089,Lipsi,1"	"inactive"	"17"
"337"	"chr2,90414460,Paros,1"	"inactive"	"17"
"338"	"chr6,116614138,Kalymnos,0"	"inactive"	"17"
"339"	"chr9,39952214,Psara,1"	"inactive"	"17"
"340"	"chr2,37128089,Lipsi,0"	"active"	"17"
"341"	"chr2,90414460,Paros,0"	"active"	"17"
"342"	"chr2,111727008,Evia,0"	"active"	"17"
"343"	"chr2,111790066,Antiparos,0"	"active"	"17"
"344"	"chr2,112200848,Zakynthos,0"	"active"	"17"
"345"	"chr7,102513116,Milos,0"	"active"	"17"
"346"	"chr7,102673445,Pontikonisi,0"	"active"	"17"
"347"	"chr7,108797663,Ios,0"	"active"	"17"
"348"	"chr4,58640628,Agios_Efstratios,0"	"inactive"	"18"
"349"	"chr2,111727008,Evia,1"	"inactive"	"19"
"350"	"chr2,111790066,Antiparos,1"	"inactive"	"19"
"351"	"chr16,3781465,Kastelorizo,0"	"active"	"19"
"352"	"chr7,140187230,Fourni,0"	"active"	"19"
"353"	"chr17,37544209,Tilos,0"	"inactive"	"2"
"354"	"chr2,37128089,Lipsi,1"	"inactive"	"2"
"355"	"chr2,90414460,Paros,1"	"inactive"	"2"
"356"	"chr2,111727008,Evia,1"	"inactive"	"2"
"357"	"chr2,111790066,Antiparos,1"	"inactive"	"2"
"358"	"chr7,6545373,Kefallonia,1"	"inactive"	"2"
"359"	"chr7,6650058,Amorgos,1"	"inactive"	"2"
"360"	"chr7,140187230,Fourni,1"	"inactive"	"2"
"361"	"chr1,173190736,Kea,1"	"active"	"2"
"362"	"chr1,173212360,Kythnos,1"	"active"	"2"
"363"	"chr1,173265900,Serifos,1"	"active"	"2"
"364"	"chr1,174036149,Astypalea,1"	"active"	"2"
"365"	"chr1,174342694,Santorini,1"	"active"	"2"
"366"	"chr7,99730118,Patmos,0"	"active"	"2"
"367"	"chr7,99788064,Ikaria,0"	"active"	"2"
"368"	"chr7,108797663,Ios,0"	"active"	"2"
"369"	"chr1,174036149,Astypalea,1"	"inactive"	"20"
"370"	"chr11,49575570,Skyros,0"	"inactive"	"20"
"371"	"chr11,50999358,Symi,0"	"inactive"	"20"
"372"	"chr11,58810944,Andros,0"	"inactive"	"20"
"373"	"chr11,59576044,Delos,0"	"inactive"	"20"
"374"	"chr11,74036298,Crete,0"	"inactive"	"20"
"375"	"chr6,42869928,Sfaktiria,1"	"inactive"	"20"
"376"	"chr7,108797663,Ios,1"	"inactive"	"20"
"377"	"chr1,92546156,Rhodes,1"	"active"	"20"
"378"	"chr4,118642412,Nimos,1"	"active"	"20"
"379"	"chr4,118658778,Mykonos,1"	"active"	"20"
"380"	"chr4,118729616,Leros,1"	"active"	"20"
"381"	"chr7,102513116,Milos,0"	"active"	"20"
"382"	"chr7,102673445,Pontikonisi,0"	"active"	"20"
"383"	"chr7,108797663,Ios,0"	"active"	"20"
"384"	"chr9,19651318,Donousa,1"	"active"	"20"
"385"	"chr10,78618146,Aigina,0"	"inactive"	"21"
"386"	"chr2,111727008,Evia,0"	"inactive"	"21"
"387"	"chr2,111790066,Antiparos,0"	"inactive"	"21"
"388"	"chr15,98263558,Paxi,0"	"active"	"21"
"389"	"chr7,99730118,Patmos,0"	"active"	"21"
"390"	"chr7,99788064,Ikaria,0"	"active"	"21"
"391"	"chr1,173190736,Kea,1"	"inactive"	"23"
"392"	"chr1,173212360,Kythnos,1"	"inactive"	"23"
"393"	"chr1,173265900,Serifos,1"	"inactive"	"23"
"394"	"chr1,174036149,Astypalea,1"	"inactive"	"23"
"395"	"chr1,174342694,Santorini,1"	"inactive"	"23"
"396"	"chr2,37128089,Lipsi,0"	"inactive"	"23"
"397"	"chr2,90414460,Paros,0"	"inactive"	"23"
"398"	"chr1,92546156,Rhodes,1"	"active"	"23"
"399"	"chr1,174036149,Astypalea,0"	"active"	"23"
"400"	"chr11,74036298,Crete,0"	"active"	"23"
"401"	"chr16,3781465,Kastelorizo,0"	"active"	"23"
"402"	"chr7,99730118,Patmos,0"	"active"	"23"
"403"	"chr7,99788064,Ikaria,0"	"active"	"23"
"404"	"chr7,108797663,Ios,0"	"active"	"23"
"405"	"chr1,173190736,Kea,0"	"inactive"	"27"
"406"	"chr1,173212360,Kythnos,0"	"inactive"	"27"
"407"	"chr1,173265900,Serifos,0"	"inactive"	"27"
"408"	"chr1,174036149,Astypalea,0"	"inactive"	"27"
"409"	"chr1,174342694,Santorini,0"	"inactive"	"27"
"410"	"chr10,130098702,Kithira,1"	"inactive"	"27"
"411"	"chr1,92546156,Rhodes,1"	"active"	"27"
"412"	"chr3,97491365,Folegandros,0"	"active"	"27"
"413"	"chr4,118642412,Nimos,1"	"active"	"27"
"414"	"chr4,118658778,Mykonos,1"	"active"	"27"
"415"	"chr4,118729616,Leros,1"	"active"	"27"
"416"	"chr7,108797663,Ios,0"	"active"	"27"
"417"	"chr11,58739310,Souda,0"	"inactive"	"29"
"418"	"chr11,58810944,Andros,0"	"inactive"	"29"
"419"	"chr16,3781465,Kastelorizo,1"	"inactive"	"29"
"420"	"chr16,3781465,Kastelorizo,0"	"inactive"	"29"
"421"	"chr19,12831017,Rho,0"	"inactive"	"29"
"422"	"chr19,14090659,Oinouses,0"	"inactive"	"29"
"423"	"chr19,14096517,Tinos,0"	"inactive"	"29"
"424"	"chr9,19651318,Donousa,1"	"inactive"	"29"
"425"	"chr2,90414460,Paros,1"	"active"	"29"
"426"	"chr7,6545373,Kefallonia,0"	"active"	"29"
"427"	"chr7,6650058,Amorgos,0"	"active"	"29"
"428"	"chr7,102513116,Milos,0"	"active"	"29"
"429"	"chr7,102673445,Pontikonisi,0"	"active"	"29"
"430"	"chr7,108797663,Ios,0"	"active"	"29"
"431"	"chr7,140187230,Fourni,0"	"active"	"29"
"432"	"chr9,19651318,Donousa,0"	"active"	"29"
"433"	"chr1,92546156,Rhodes,0"	"inactive"	"31"
"434"	"chr10,128978954,Poros,1"	"inactive"	"31"
"435"	"chr10,128978954,Poros,0"	"inactive"	"31"
"436"	"chr10,130098702,Kithira,1"	"inactive"	"31"
"437"	"chr10,130098702,Kithira,0"	"inactive"	"31"
"438"	"chr11,74036298,Crete,0"	"inactive"	"31"
"439"	"chr11,87897263,Naxos,0"	"inactive"	"31"
"440"	"chr11,87907305,Kasos,0"	"inactive"	"31"
"441"	"chr11,87937384,Sifnos,0"	"inactive"	"31"
"442"	"chr9,19651318,Donousa,0"	"inactive"	"31"
"443"	"chr9,37687840,Kimolos,0"	"inactive"	"31"
"444"	"chr9,39952214,Psara,0"	"inactive"	"31"
"445"	"chr11,50999358,Symi,1"	"active"	"31"
"446"	"chr11,58739310,Souda,1"	"active"	"31"
"447"	"chr11,58810944,Andros,1"	"active"	"31"
"448"	"chr11,59576044,Delos,1"	"active"	"31"
"449"	"chr11,74036298,Crete,1"	"active"	"31"
"450"	"chr14,52548102,H,0"	"active"	"31"
"451"	"chr16,3781465,Kastelorizo,1"	"active"	"31"
"452"	"chr16,3781465,Kastelorizo,0"	"active"	"31"
"453"	"chr7,6545373,Kefallonia,0"	"active"	"31"
"454"	"chr7,6650058,Amorgos,0"	"active"	"31"
"455"	"chr7,99730118,Patmos,0"	"active"	"31"
"456"	"chr7,99788064,Ikaria,0"	"active"	"31"
"457"	"chr7,108797663,Ios,0"	"active"	"31"
"458"	"chr9,19651318,Donousa,1"	"active"	"31"
"459"	"chr1,92546156,Rhodes,1"	"inactive"	"32"
"460"	"chr15,98263558,Paxi,1"	"inactive"	"32"
"461"	"chr7,140187230,Fourni,0"	"inactive"	"32"
"462"	"chr7,102513116,Milos,0"	"active"	"32"
