"element"	"cell"
"140"	"chr7,108053646,Olfr479,0"	"16"
"141"	"chr7,108066282,Olfr480,0"	"16"
"142"	"chr7,108081068,Olfr481,0"	"16"
"143"	"chr7,108095388,Olfr482,0"	"16"
"144"	"chr7,108102935,Olfr483,0"	"16"
"145"	"chr7,108124128,Olfr484,0"	"16"
"146"	"chr7,108159390,Olfr485,0"	"16"
"147"	"chr7,108172270,Olfr486,0"	"16"
"148"	"chr7,108212392,Olfr487,0"	"16"
"149"	"chr7,108255190,Olfr488,0"	"16"
"150"	"chr7,108286652,Olfr490,0"	"16"
"151"	"chr7,108316139,Olfr491,0"	"16"
"152"	"chr7,108323192,Olfr492,0"	"16"
"153"	"chr7,108346507,Olfr493,0"	"16"
"154"	"chr7,108368638,Olfr494,0"	"16"
"155"	"chr7,108565315,Olfr504,0"	"16"
"156"	"chr7,108613124,Olfr506,0"	"16"
"157"	"chr7,108622289,Olfr507,0"	"16"
"158"	"chr7,108630823,Olfr508,0"	"16"
"159"	"chr7,108648511,Olfr509,0"	"16"
"160"	"chr7,108667890,Olfr510,0"	"16"
"161"	"chr7,108713848,Olfr512,0"	"16"
"162"	"chr7,108868648,Olfr517,0"	"16"
"163"	"chr7,108881104,Olfr518,0"	"16"
"164"	"chr7,108893940,Olfr519,0"	"16"
"165"	"chr7,140324070,Olfr525,0"	"16"
"166"	"chr7,140336284,Olfr527,0"	"16"
"167"	"chr7,140353078,Olfr60,0"	"16"
"168"	"chr7,140374199,Olfr530,0"	"16"
"169"	"chr7,140400982,Olfr531,0"	"16"
"170"	"chr7,140418674,Olfr532,0"	"16"
"171"	"chr7,140465748,Olfr533,0"	"16"
"172"	"chr7,140490660,Olfr535,0"	"16"
"173"	"chr7,140504122,Olfr536,0"	"16"
"174"	"chr7,140574621,Olfr538,0"	"16"
"175"	"chr7,140607091,Olfr46,0"	"16"
"176"	"chr7,140633894,Olfr61,0"	"16"
"177"	"chr7,140649778,Olfr53,0"	"16"
"178"	"chr7,140667768,Olfr539,0"	"16"
"179"	"chr7,140687536,Olfr45,0"	"16"
"180"	"chr7,140701440,Olfr541,0"	"16"
"181"	"chr1,92480550,Olfr1416,1"	"22"
"182"	"chr1,173132712,Olfr1408,1"	"22"
"183"	"chr1,174099934,Olfr427,1"	"22"
"184"	"chr1,174117208,Olfr231,1"	"22"
"185"	"chr1,174134888,Olfr424,1"	"22"
"186"	"chr1,174152006,Olfr421-ps1,1"	"22"
"187"	"chr1,174158033,Olfr420,1"	"22"
"188"	"chr1,174250288,Olfr419,1"	"22"
"189"	"chr7,84856592,Olfr291,1"	"22"
"190"	"chr7,84916213,Olfr290,1"	"22"
"191"	"chr7,102577127,Olfr550,1"	"22"
"192"	"chr7,102589760,Olfr551,1"	"22"
"193"	"chr7,102602890,Olfr552,1"	"22"
"194"	"chr7,102614740,Olfr553,1"	"22"
"195"	"chr7,102750036,Olfr78,1"	"22"
"196"	"chr7,102803955,Olfr564,1"	"22"
"197"	"chr7,107036086,Olfr713,1"	"22"
"198"	"chr7,107073976,Olfr714,1"	"22"
"199"	"chr7,107095985,Olfr17,1"	"22"
"200"	"chr7,107128816,Olfr715,1"	"22"
"201"	"chr7,107814270,Olfr467,1"	"22"
"202"	"chr7,107823054,Olfr469,1"	"22"
"203"	"chr7,107845572,Olfr470,1"	"22"
"204"	"chr7,108066282,Olfr480,1"	"22"
"205"	"chr7,108081068,Olfr481,1"	"22"
"206"	"chr7,108095388,Olfr482,1"	"22"
"207"	"chr7,108102935,Olfr483,1"	"22"
"208"	"chr7,108124128,Olfr484,1"	"22"
"209"	"chr7,108286652,Olfr490,1"	"22"
"210"	"chr7,108316139,Olfr491,1"	"22"
"211"	"chr7,108630823,Olfr508,1"	"22"
"212"	"chr7,108648511,Olfr509,1"	"22"
"213"	"chr7,108667890,Olfr510,1"	"22"
"214"	"chr7,108713848,Olfr512,1"	"22"
"215"	"chr7,108868648,Olfr517,1"	"22"
"216"	"chr7,108881104,Olfr518,1"	"22"
"217"	"chr7,108893940,Olfr519,1"	"22"
"218"	"chr7,140324070,Olfr525,1"	"24"
"219"	"chr7,140336284,Olfr527,1"	"24"
"220"	"chr7,140353078,Olfr60,1"	"24"
"221"	"chr7,140374199,Olfr530,1"	"24"
"222"	"chr7,140400982,Olfr531,1"	"24"
"223"	"chr7,140418674,Olfr532,1"	"24"
"224"	"chr7,140465748,Olfr533,1"	"24"
"225"	"chr7,140490660,Olfr535,1"	"24"
"226"	"chr7,140504122,Olfr536,1"	"24"
"227"	"chr7,140574621,Olfr538,1"	"24"
"228"	"chr7,140607091,Olfr46,1"	"24"
"229"	"chr7,140633894,Olfr61,1"	"24"
"230"	"chr7,140649778,Olfr53,1"	"24"
"231"	"chr11,73374541,Olfr376,0"	"25"
"232"	"chr11,73390148,Olfr377-ps1,0"	"25"
"233"	"chr11,73396494,Olfr1,0"	"25"
"234"	"chr11,73406982,Olfr75-ps1,0"	"25"
"235"	"chr11,73426543,Olfr378,0"	"25"
"236"	"chr11,73433758,Olfr379-ps1,0"	"25"
"237"	"chr11,73455197,Olfr380,0"	"25"
"238"	"chr11,73487938,Olfr381,0"	"25"
"239"	"chr11,73516396,Olfr382,0"	"25"
"240"	"chr11,73540886,Olfr383-ps1,0"	"25"
"241"	"chr2,36422592,Olfr339,0"	"25"
"242"	"chr2,36479658,Olfr341,0"	"25"
"243"	"chr2,36734634,Olfr347,0"	"25"
"244"	"chr2,36844808,Olfr349-ps1,0"	"25"
"245"	"chr2,36848904,Olfr350,0"	"25"
"246"	"chr2,36860634,Olfr351,0"	"25"
"247"	"chr2,36870042,Olfr352,0"	"25"
"248"	"chr2,36891100,Olfr353,0"	"25"
"249"	"chr2,36910840,Olfr354,0"	"25"
"250"	"chr2,36928033,Olfr355,0"	"25"
"251"	"chr2,36937594,Olfr356,0"	"25"
"252"	"chr2,37067483,Olfr360,0"	"25"
"253"	"chr2,37269169,Olfr367-ps,0"	"25"
"254"	"chr3,106823004,Olfr266,0"	"25"
"255"	"chr7,108465822,Olfr498,1"	"25"
"256"	"chr7,108522977,Olfr502,1"	"25"
"257"	"chr7,108545012,Olfr503,1"	"25"
"258"	"chr7,108565315,Olfr504,1"	"25"
"259"	"chr9,19536820,Olfr853,1"	"25"
"260"	"chr9,19566908,Olfr854,1"	"25"
"261"	"chr9,19584324,Olfr855,1"	"25"
"262"	"chr9,19712249,Olfr857,1"	"25"
"263"	"chr9,19782808,Olfr58,1"	"25"
"264"	"chr9,19809242,Olfr859,1"	"25"
"265"	"chr10,78877828,Olfr1355,1"	"26"
"266"	"chr10,78916852,Olfr1354,1"	"26"
"267"	"chr10,78954502,Olfr8,1"	"26"
"268"	"chr10,78967324,Olfr1353,1"	"26"
"269"	"chr10,78984476,Olfr1352,1"	"26"
"270"	"chr10,79015625,Olfr1351,1"	"26"
"271"	"chr10,79032508,Olfr57,1"	"26"
"272"	"chr16,3592614,Olfr161,1"	"26"
"273"	"chr6,42926259,Olfr446,0"	"26"
"274"	"chr6,42955984,Olfr444,0"	"26"
"275"	"chr11,49132773,Olfr56,0"	"28"
"276"	"chr11,49146364,Olfr1395,0"	"28"
"277"	"chr19,12282740,Olfr1433,0"	"28"
"278"	"chr19,12298656,Olfr1436,0"	"28"
"279"	"chr19,12322154,Olfr1437,0"	"28"
"280"	"chr19,12394435,Olfr1440,0"	"28"
"281"	"chr19,12420394,Olfr1441,0"	"28"
"282"	"chr16,58761360,Olfr172,1"	"3"
"283"	"chr16,58797738,Olfr173,1"	"3"
"284"	"chr16,58825218,Olfr175-ps1,1"	"3"
"285"	"chr16,58872824,Olfr177,1"	"3"
"286"	"chr16,58890241,Olfr178,1"	"3"
"287"	"chr16,59028036,Olfr186,1"	"3"
"288"	"chr16,59037764,Olfr187,1"	"3"
"289"	"chr16,59072526,Olfr190,1"	"3"
"290"	"chr16,59086358,Olfr191,1"	"3"
"291"	"chr16,59099661,Olfr192,1"	"3"
"292"	"chr16,59109856,Olfr193,1"	"3"
"293"	"chr16,59118914,Olfr194,1"	"3"
"294"	"chr16,59148918,Olfr195,1"	"3"
"295"	"chr16,59168546,Olfr196,1"	"3"
"296"	"chr16,59186018,Olfr197,1"	"3"
"297"	"chr16,59201942,Olfr198,1"	"3"
"298"	"chr16,59217266,Olfr199,1"	"3"
"299"	"chr16,59269372,Olfr201,1"	"3"
"300"	"chr14,50617359,Olfr744,1"	"30"
"301"	"chr14,50686557,Olfr747,1"	"30"
"302"	"chr14,52351169,Olfr1513,1"	"30"
"303"	"chr14,52375188,Olfr1512,1"	"30"
"304"	"chr14,52393586,Olfr1511,1"	"30"
"305"	"chr14,52411756,Olfr1510,1"	"30"
"306"	"chr14,52411756,Olfr1510,0"	"30"
"307"	"chr14,52448161,Olfr1509,1"	"30"
"308"	"chr14,52448161,Olfr1509,0"	"30"
"309"	"chr14,52461843,Olfr1508,1"	"30"
"310"	"chr14,52461843,Olfr1508,0"	"30"
"311"	"chr14,52491331,Olfr1507,1"	"30"
"312"	"chr14,52491331,Olfr1507,0"	"30"
"313"	"chr19,12282740,Olfr1433,1"	"34"
"314"	"chr19,12298656,Olfr1436,1"	"34"
"315"	"chr19,12884355,Olfr1445,1"	"34"
"316"	"chr19,12920608,Olfr1448,1"	"34"
"317"	"chr19,12933378,Olfr1449,1"	"34"
"318"	"chr19,12954080,Olfr1450,1"	"34"
"319"	"chr19,13701608,Olfr1491,1"	"34"
"320"	"chr19,13745102,Olfr1494,1"	"34"
"321"	"chr19,13767427,Olfr1495,1"	"34"
"322"	"chr19,13780399,Olfr1496,1"	"34"
"323"	"chr19,13796263,Olfr1497,1"	"34"
"324"	"chr19,13816842,Olfr1499,1"	"34"
"325"	"chr19,13828728,Olfr1500,1"	"34"
"326"	"chr19,13842912,Olfr1501,1"	"34"
"327"	"chr19,13862270,Olfr1502,1"	"34"
"328"	"chr19,13877855,Olfr1503-ps1,1"	"34"
"329"	"chr19,13887763,Olfr1504,1"	"34"
"330"	"chr6,42460546,Olfr458,1"	"34"
"331"	"chr6,42472138,Olfr457,1"	"34"
"332"	"chr6,42742994,Olfr453,1"	"34"
"333"	"chr6,42760134,Olfr38,1"	"34"
"334"	"chr6,42926259,Olfr446,1"	"34"
"335"	"chr6,42955984,Olfr444,1"	"34"
"336"	"chr6,43094892,Olfr443-ps1,1"	"34"
"337"	"chr6,43116210,Olfr441,1"	"34"
"338"	"chr11,73353370,Olfr20,0"	"37"
"339"	"chr11,73374541,Olfr376,0"	"37"
"340"	"chr11,73390148,Olfr377-ps1,0"	"37"
"341"	"chr11,73396494,Olfr1,0"	"37"
"342"	"chr11,73406982,Olfr75-ps1,0"	"37"
"343"	"chr11,73426543,Olfr378,0"	"37"
"344"	"chr11,73662958,Olfr387-ps1,0"	"37"
"345"	"chr11,73724552,Olfr388-ps1,0"	"37"
"346"	"chr11,73777781,Olfr389,0"	"37"
"347"	"chr11,73786705,Olfr390,0"	"37"
"348"	"chr11,73953886,Olfr22-ps1,0"	"37"
"349"	"chr11,73964314,Olfr397,0"	"37"
"350"	"chr11,74260728,Olfr405-ps1,0"	"37"
"351"	"chr11,74265744,Olfr406-ps,0"	"37"
"352"	"chr11,74281224,Olfr407-ps1,0"	"37"
"353"	"chr11,74287672,Olfr59,0"	"37"
"354"	"chr11,74298612,Olfr408-ps1,0"	"37"
"355"	"chr11,74317514,Olfr409-ps1,0"	"37"
"356"	"chr11,74334162,Olfr410,0"	"37"
"357"	"chr11,74348890,Olfr411,0"	"37"
"358"	"chr11,74364144,Olfr412,0"	"37"
"359"	"chr19,12298656,Olfr1436,0"	"37"
"360"	"chr19,12322154,Olfr1437,0"	"37"
"361"	"chr19,12394435,Olfr1440,0"	"37"
"362"	"chr19,12420394,Olfr1441,0"	"37"
"363"	"chr19,12884355,Olfr1445,0"	"37"
"364"	"chr19,12890887,Olfr1446,0"	"37"
"365"	"chr19,12901596,Olfr1447,0"	"37"
"366"	"chr19,12920608,Olfr1448,0"	"37"
"367"	"chr19,12933378,Olfr1449,0"	"37"
"368"	"chr19,12954080,Olfr1450,0"	"37"
"369"	"chr2,36910840,Olfr354,1"	"37"
"370"	"chr2,36928033,Olfr355,1"	"37"
"371"	"chr2,36937594,Olfr356,1"	"37"
"372"	"chr2,36997747,Olfr357,1"	"37"
"373"	"chr2,37005749,Olfr358,1"	"37"
"374"	"chr2,37019730,Olfr359-ps1,1"	"37"
"375"	"chr2,37067483,Olfr360,1"	"37"
"376"	"chr2,37197088,Olfr365,1"	"37"
"377"	"chr2,37216932,Olfr366,1"	"37"
"378"	"chr2,37269169,Olfr367-ps,1"	"37"
"379"	"chr2,89528740,Olfr1243,1"	"37"
"380"	"chr2,89944598,Olfr1259,1"	"37"
"381"	"chr2,89977196,Olfr1260,1"	"37"
"382"	"chr2,90022216,Olfr1264,1"	"37"
"383"	"chr2,90038796,Olfr1265,1"	"37"
"384"	"chr2,90056609,Olfr140,1"	"37"
"385"	"chr2,90139183,Olfr32,1"	"37"
"386"	"chr2,90149166,Olfr1270,1"	"37"
"387"	"chr2,90223019,Olfr1506,1"	"37"
"388"	"chr2,90253849,Olfr142,1"	"37"
"389"	"chr2,90265789,Olfr1271,1"	"37"
"390"	"chr2,90282110,Olfr1272,1"	"37"
"391"	"chr2,90294762,Olfr1273-ps,1"	"37"
"392"	"chr9,37746865,Olfr874,0"	"37"
"393"	"chr9,37773158,Olfr875,0"	"37"
"394"	"chr9,37994054,Olfr881,0"	"37"
"395"	"chr9,38026272,Olfr883,0"	"37"
"396"	"chr9,38048368,Olfr884,0"	"37"
"397"	"chr9,38061786,Olfr885,0"	"37"
"398"	"chr9,38086090,Olfr887,0"	"37"
"399"	"chr9,38332798,Olfr25,0"	"37"
"400"	"chr9,38349406,Olfr898,0"	"37"
"401"	"chr9,38368885,Olfr250,0"	"37"
"402"	"chr14,50641636,Olfr745,1"	"44"
"403"	"chr14,50653711,Olfr746,1"	"44"
"404"	"chr14,50686557,Olfr747,1"	"44"
"405"	"chr14,51072448,Olfr750,1"	"44"
"406"	"chr14,52393586,Olfr1511,1"	"44"
"407"	"chr14,52411756,Olfr1510,1"	"44"
"408"	"chr14,52448161,Olfr1509,1"	"44"
"409"	"chr14,52461843,Olfr1508,1"	"44"
"410"	"chr14,50185747,Olfr730,0"	"5"
"411"	"chr14,50237606,Olfr731,0"	"5"
"412"	"chr14,50281208,Olfr732,0"	"5"
"413"	"chr14,50298517,Olfr733,0"	"5"
"414"	"chr14,50321728,Olfr734,0"	"5"
"415"	"chr14,50345616,Olfr735,0"	"5"
"416"	"chr14,50387678,Olfr736,0"	"5"
"417"	"chr14,50411503,Olfr738,0"	"5"
"418"	"chr14,50422866,Olfr739,0"	"5"
"419"	"chr14,50510372,Olfr742,0"	"5"
"420"	"chr14,50528438,Olfr743,0"	"5"
"421"	"chr14,50617359,Olfr744,0"	"5"
"422"	"chr14,50641636,Olfr745,0"	"5"
"423"	"chr14,50653711,Olfr746,0"	"5"
"424"	"chr14,50686557,Olfr747,0"	"5"
"425"	"chr14,52491331,Olfr1507,0"	"5"
"426"	"chr17,33174600,Olfr55,1"	"5"
"427"	"chr17,33197656,Olfr239,1"	"5"
"428"	"chr17,33268871,Olfr63,1"	"5"
"429"	"chr17,37223386,Olfr96,1"	"5"
"430"	"chr17,37234146,Olfr97,1"	"5"
"431"	"chr17,37250171,Olfr754-ps1,1"	"5"
"432"	"chr17,37263230,Olfr98,1"	"5"
"433"	"chr17,37277376,Olfr755-ps1,1"	"5"
"434"	"chr17,37281222,Olfr99,1"	"5"
"435"	"chr17,37285606,Olfr756-ps1,1"	"5"
"436"	"chr17,37361762,Olfr104-ps,1"	"5"
"437"	"chr17,37377040,Olfr757-ps1,1"	"5"
"438"	"chr17,37382620,Olfr105-ps,1"	"5"
"439"	"chr17,37387799,Olfr758-ps1,1"	"5"
"440"	"chr17,37393298,Olfr106-ps,1"	"5"
"441"	"chr17,37403442,Olfr107,1"	"5"
"442"	"chr17,37408121,Olfr759-ps1,1"	"5"
"443"	"chr17,37445998,Olfr108,1"	"5"
"444"	"chr17,37451719,Olfr760-ps1,1"	"5"
"445"	"chr17,37465282,Olfr109,1"	"5"
"446"	"chr17,37610273,Olfr115,1"	"5"
"447"	"chr17,37623843,Olfr116,1"	"5"
"448"	"chr17,37660691,Olfr117,1"	"5"
"449"	"chr17,37670182,Olfr118,1"	"5"
"450"	"chr17,37699656,Olfr119,1"	"5"
"451"	"chr17,37771064,Olfr122,1"	"5"
"452"	"chr17,37795951,Olfr123,1"	"5"
"453"	"chr17,37804252,Olfr124,1"	"5"
"454"	"chr17,37923653,Olfr128,1"	"5"
"455"	"chr17,37952536,Olfr761,1"	"5"
"456"	"chr17,38055414,Olfr129,1"	"5"
"457"	"chr17,38069080,Olfr130,1"	"5"
"458"	"chr17,38085172,Olfr131,1"	"5"
"459"	"chr17,38173900,Olfr134,1"	"5"
"460"	"chr17,38305548,Olfr137,1"	"5"
"461"	"chr17,38314165,Olfr762-ps1,1"	"5"
"462"	"chr17,38333188,Olfr136,1"	"5"
"463"	"chr16,19414688,Olfr165,0"	"55"
"464"	"chr16,58797738,Olfr173,0"	"55"
"465"	"chr16,58825218,Olfr175-ps1,0"	"55"
"466"	"chr17,37445998,Olfr108,0"	"55"
"467"	"chr17,37451719,Olfr760-ps1,0"	"55"
"468"	"chr17,37465282,Olfr109,0"	"55"
"469"	"chr2,36910840,Olfr354,0"	"55"
"470"	"chr2,36928033,Olfr355,0"	"55"
"471"	"chr2,37067483,Olfr360,0"	"55"
"472"	"chr2,85358000,Olfr988,1"	"55"
"473"	"chr2,85404146,Olfr992,1"	"55"
"474"	"chr2,85414405,Olfr993,1"	"55"
"475"	"chr2,85579748,Olfr996,1"	"55"
"476"	"chr2,85585564,Olfr997-ps1,1"	"55"
"477"	"chr2,85590500,Olfr998,1"	"55"
"478"	"chr2,85602253,Olfr999-ps1,1"	"55"
"479"	"chr2,85609516,Olfr1000,1"	"55"
"480"	"chr2,85633903,Olfr1001-ps1,1"	"55"
"481"	"chr2,85647412,Olfr1002,1"	"55"
"482"	"chr2,85653691,Olfr1003-ps1,1"	"55"
"483"	"chr2,85656490,Olfr1004-ps1,1"	"55"
"484"	"chr2,85753834,Olfr1010,1"	"55"
"485"	"chr2,85760050,Olfr1012,1"	"55"
"486"	"chr2,85770807,Olfr1013,1"	"55"
"487"	"chr2,85777044,Olfr1014,1"	"55"
"488"	"chr2,85784910,Olfr1015,1"	"55"
"489"	"chr2,85800076,Olfr1016,1"	"55"
"490"	"chr2,85808641,Olfr1017-ps1,1"	"55"
"491"	"chr2,85821354,Olfr1018,1"	"55"
"492"	"chr2,85842538,Olfr1019,1"	"55"
"493"	"chr2,85849412,Olfr1020,1"	"55"
"494"	"chr2,86122143,Olfr1038-ps,1"	"55"
"495"	"chr2,86146262,Olfr1040,1"	"55"
"496"	"chr2,86159290,Olfr1042,1"	"55"
"497"	"chr2,86164706,Olfr1043,1"	"55"
"498"	"chr2,86173210,Olfr1044,1"	"55"
"499"	"chr2,86181630,Olfr52,1"	"55"
"500"	"chr2,86199409,Olfr1045,1"	"55"
"501"	"chr2,86217250,Olfr1046,1"	"55"
"502"	"chr2,86229460,Olfr1047,1"	"55"
"503"	"chr2,86237120,Olfr1048,1"	"55"
"504"	"chr2,86276448,Olfr1051,1"	"55"
"505"	"chr2,86295854,Olfr1052,1"	"55"
"506"	"chr2,86314814,Olfr1053,1"	"55"
"507"	"chr2,86333766,Olfr1054,1"	"55"
"508"	"chr2,86347244,Olfr1055,1"	"55"
"509"	"chr2,86358419,Olfr1056,1"	"55"
"510"	"chr2,86375648,Olfr1057,1"	"55"
"511"	"chr2,86385941,Olfr1058,1"	"55"
"512"	"chr2,86413580,Olfr1061,1"	"55"
"513"	"chr2,86423972,Olfr1062,1"	"55"
"514"	"chr2,86434782,Olfr1063-ps1,1"	"55"
"515"	"chr2,86447300,Olfr1065,1"	"55"
"516"	"chr2,86455798,Olfr1066,1"	"55"
"517"	"chr2,86464436,Olfr1069-ps1,1"	"55"
"518"	"chr2,86525704,Olfr1077-ps1,1"	"55"
"519"	"chr2,86529659,Olfr1078-ps1,1"	"55"
"520"	"chr2,86555660,Olfr1080,1"	"55"
"521"	"chr2,86567592,Olfr1081-ps1,1"	"55"
