"element"	"cell"
"141"	"chr2,111982592,Olfr1309,1"	"33"
"142"	"chr2,112010042,Olfr1310,1"	"33"
"143"	"chr2,112022011,Olfr1311,1"	"33"
"144"	"chr2,112045272,Olfr1312,1"	"33"
"145"	"chr2,112073966,Olfr1313,1"	"33"
"146"	"chr2,112092230,Olfr1314,1"	"33"
"147"	"chr2,112112748,Olfr1315-ps1,1"	"33"
"148"	"chr7,102577127,Olfr550,0"	"33"
"149"	"chr7,102589760,Olfr551,0"	"33"
"150"	"chr7,102602890,Olfr552,0"	"33"
"151"	"chr7,102614740,Olfr553,0"	"33"
"152"	"chr7,102750036,Olfr78,0"	"33"
"153"	"chr7,102773847,Olfr561,0"	"33"
"154"	"chr7,102856993,Olfr566,0"	"33"
"155"	"chr7,102877592,Olfr568,0"	"33"
"156"	"chr7,102887290,Olfr569,0"	"33"
"157"	"chr7,102898144,Olfr570,0"	"33"
"158"	"chr7,106874565,Olfr705,0"	"33"
"159"	"chr7,106885376,Olfr706,0"	"33"
"160"	"chr7,106895858,Olfr707,0"	"33"
"161"	"chr7,106911703,Olfr1532-ps1,0"	"33"
"162"	"chr7,106928068,Olfr709-ps1,0"	"33"
"163"	"chr7,107036086,Olfr713,0"	"33"
"164"	"chr7,108545012,Olfr503,0"	"33"
"165"	"chr7,108565315,Olfr504,0"	"33"
"166"	"chr7,108613124,Olfr506,0"	"33"
"167"	"chr7,108622289,Olfr507,0"	"33"
"168"	"chr7,108630823,Olfr508,0"	"33"
"169"	"chr7,108648511,Olfr509,0"	"33"
"170"	"chr7,108713848,Olfr512,0"	"33"
"171"	"chr7,108868648,Olfr517,0"	"33"
"172"	"chr7,108881104,Olfr518,0"	"33"
"173"	"chr7,108893940,Olfr519,0"	"33"
"174"	"chr11,58543121,Olfr329-ps,0"	"36"
"175"	"chr11,58553242,Olfr328,0"	"36"
"176"	"chr11,58567556,Olfr224,0"	"36"
"177"	"chr11,58597938,Olfr324,0"	"36"
"178"	"chr11,58664088,Olfr179,0"	"36"
"179"	"chr11,58684338,Olfr320,0"	"36"
"180"	"chr2,89484220,Olfr1241,1"	"36"
"181"	"chr2,89495358,Olfr1242,1"	"36"
"182"	"chr2,89722294,Olfr1252,1"	"36"
"183"	"chr2,89753288,Olfr1253,1"	"36"
"184"	"chr2,90223019,Olfr1506,1"	"36"
"185"	"chr2,90253849,Olfr142,1"	"36"
"186"	"chr2,90265789,Olfr1271,1"	"36"
"187"	"chr2,90282110,Olfr1272,1"	"36"
"188"	"chr2,90294762,Olfr1273-ps,1"	"36"
"189"	"chr2,111566722,Olfr1295,1"	"36"
"190"	"chr2,111663616,Olfr1299,1"	"36"
"191"	"chr2,112112748,Olfr1315-ps1,1"	"36"
"192"	"chr2,112131312,Olfr1316,1"	"36"
"193"	"chr2,112140341,Olfr1317,1"	"36"
"194"	"chr6,116493616,Olfr211,1"	"4"
"195"	"chr6,116512242,Olfr212,1"	"4"
"196"	"chr6,116541368,Olfr213,1"	"4"
"197"	"chr6,116557423,Olfr214,1"	"4"
"198"	"chr7,140324070,Olfr525,0"	"4"
"199"	"chr7,140336284,Olfr527,0"	"4"
"200"	"chr7,140353078,Olfr60,0"	"4"
"201"	"chr7,140374199,Olfr530,0"	"4"
"202"	"chr7,140400982,Olfr531,0"	"4"
"203"	"chr7,140418674,Olfr532,0"	"4"
"204"	"chr7,140465748,Olfr533,0"	"4"
"205"	"chr7,140574621,Olfr538,0"	"4"
"206"	"chr7,140607091,Olfr46,0"	"4"
"207"	"chr7,140667768,Olfr539,0"	"4"
"208"	"chr7,140687536,Olfr45,0"	"4"
"209"	"chr7,140701440,Olfr541,0"	"4"
"210"	"chr1,172954369,Olfr16,1"	"42"
"211"	"chr1,173132712,Olfr1408,1"	"42"
"212"	"chr1,174099934,Olfr427,1"	"42"
"213"	"chr1,174117208,Olfr231,1"	"42"
"214"	"chr1,174134888,Olfr424,1"	"42"
"215"	"chr1,174152006,Olfr421-ps1,1"	"42"
"216"	"chr1,174158033,Olfr420,1"	"42"
"217"	"chr1,174250288,Olfr419,1"	"42"
"218"	"chr1,174429406,Olfr414,1"	"42"
"219"	"chr15,98190778,Olfr288,1"	"42"
"220"	"chr15,98340480,Olfr284,1"	"42"
"221"	"chr15,98379322,Olfr283,1"	"42"
"222"	"chr15,98435158,Olfr282,1"	"42"
"223"	"chr15,98456227,Olfr281,1"	"42"
"224"	"chr15,98497476,Olfr279,1"	"42"
"225"	"chr11,58458188,Olfr30,0"	"43"
"226"	"chr19,12673685,Olfr1442,1"	"45"
"227"	"chr19,12680978,Olfr1443,1"	"45"
"228"	"chr19,13143785,Olfr1459,1"	"45"
"229"	"chr19,13165588,Olfr1461,1"	"45"
"230"	"chr19,13233576,Olfr1463,1"	"45"
"231"	"chr19,13313822,Olfr1465,1"	"45"
"232"	"chr19,13341217,Olfr1466,1"	"45"
"233"	"chr19,13365038,Olfr1467,1"	"45"
"234"	"chr19,13412556,Olfr1469,1"	"45"
"235"	"chr19,13447468,Olfr1471,1"	"45"
"236"	"chr19,13454043,Olfr1472,1"	"45"
"237"	"chr19,13471444,Olfr1474,1"	"45"
"238"	"chr19,13479724,Olfr1475,1"	"45"
"239"	"chr19,13503369,Olfr1477,1"	"45"
"240"	"chr19,13917698,Olfr1505,1"	"45"
"241"	"chr2,85722334,Olfr1009,1"	"45"
"242"	"chr2,85722334,Olfr1009,0"	"45"
"243"	"chr2,85753834,Olfr1010,0"	"45"
"244"	"chr2,85760050,Olfr1012,0"	"45"
"245"	"chr2,85770807,Olfr1013,0"	"45"
"246"	"chr2,85777044,Olfr1014,0"	"45"
"247"	"chr2,85784910,Olfr1015,0"	"45"
"248"	"chr2,85800076,Olfr1016,0"	"45"
"249"	"chr2,85808641,Olfr1017-ps1,0"	"45"
"250"	"chr2,85842538,Olfr1019,1"	"45"
"251"	"chr2,85849412,Olfr1020,1"	"45"
"252"	"chr2,85888218,Olfr1023,0"	"45"
"253"	"chr2,85904560,Olfr1024,0"	"45"
"254"	"chr2,85919218,Olfr1025-ps1,0"	"45"
"255"	"chr9,19362013,Olfr846,0"	"45"
"256"	"chr9,19376162,Olfr847,0"	"45"
"257"	"chr9,19443594,Olfr849,0"	"45"
"258"	"chr9,19536820,Olfr853,0"	"45"
"259"	"chr9,19566908,Olfr854,0"	"45"
"260"	"chr9,19584324,Olfr855,0"	"45"
"261"	"chr9,39242203,Olfr144,0"	"45"
"262"	"chr9,39258201,Olfr945,0"	"45"
"263"	"chr9,39293702,Olfr947-ps1,0"	"45"
"264"	"chr9,39318354,Olfr948,0"	"45"
"265"	"chr10,129135842,Olfr770,1"	"47"
"266"	"chr10,129162377,Olfr771,1"	"47"
"267"	"chr10,129387453,Olfr784,1"	"47"
"268"	"chr10,129487480,Olfr789,1"	"47"
"269"	"chr10,129500917,Olfr790,1"	"47"
"270"	"chr10,129524990,Olfr791,1"	"47"
"271"	"chr10,129540848,Olfr792,1"	"47"
"272"	"chr10,129570382,Olfr794,1"	"47"
"273"	"chr10,129608838,Olfr796,1"	"47"
"274"	"chr10,129625274,Olfr798,1"	"47"
"275"	"chr10,129642905,Olfr799,1"	"47"
"276"	"chr10,129768334,Olfr808,1"	"47"
"277"	"chr10,129776788,Olfr809,1"	"47"
"278"	"chr10,129791103,Olfr810,1"	"47"
"279"	"chr10,129802506,Olfr811,1"	"47"
"280"	"chr10,130016850,Olfr820,1"	"47"
"281"	"chr10,130032710,Olfr821,1"	"47"
"282"	"chr7,6482958,Olfr5,1"	"47"
"283"	"chr7,86353406,Olfr306-ps1,1"	"47"
"284"	"chr7,86363869,Olfr305,1"	"47"
"285"	"chr7,86386158,Olfr304,1"	"47"
"286"	"chr7,86394800,Olfr303,1"	"47"
"287"	"chr7,86408935,Olfr301,1"	"47"
"288"	"chr7,86465998,Olfr299,1"	"47"
"289"	"chr7,86489595,Olfr298,1"	"47"
"290"	"chr7,105144649,Olfr683,1"	"47"
"291"	"chr7,105159180,Olfr684,1"	"47"
"292"	"chr7,105182246,Olfr685,1"	"47"
"293"	"chr7,105204646,Olfr686,1"	"47"
"294"	"chr7,105275974,Olfr687,1"	"47"
"295"	"chr7,105288578,Olfr688,1"	"47"
"296"	"chr7,105315351,Olfr689,1"	"47"
"297"	"chr7,105331568,Olfr690,1"	"47"
"298"	"chr7,105339007,Olfr691,1"	"47"
"299"	"chr7,108667890,Olfr510,1"	"47"
"300"	"chr7,108713848,Olfr512,1"	"47"
"301"	"chr7,108868648,Olfr517,1"	"47"
"302"	"chr7,108881104,Olfr518,1"	"47"
"303"	"chr7,108893940,Olfr519,1"	"47"
"304"	"chr1,92480550,Olfr1416,1"	"50"
"305"	"chr1,92609300,Olfr1410,1"	"50"
"306"	"chr1,92620610,Olfr12,1"	"50"
"307"	"chr4,118782110,Olfr1337,1"	"50"
"308"	"chr4,118809370,Olfr1335,1"	"50"
"309"	"chr4,118832124,Olfr1333,1"	"50"
"310"	"chr4,118854568,Olfr1332-ps1,1"	"50"
"311"	"chr4,118868178,Olfr1331,1"	"50"
"312"	"chr4,118893356,Olfr1330,1"	"50"
"313"	"chr4,118916994,Olfr1329,1"	"50"
"314"	"chr4,118934799,Olfr1328,1"	"50"
"315"	"chr11,58458188,Olfr30,1"	"51"
"316"	"chr11,58479004,Olfr333-ps1,1"	"51"
"317"	"chr11,58490293,Olfr332,1"	"51"
"318"	"chr11,58502085,Olfr331,1"	"51"
"319"	"chr11,58531010,Olfr330,1"	"51"
"320"	"chr11,58543121,Olfr329-ps,1"	"51"
"321"	"chr11,58553242,Olfr328,1"	"51"
"322"	"chr11,58567556,Olfr224,1"	"51"
"323"	"chr11,58580048,Olfr325,1"	"51"
"324"	"chr11,58664088,Olfr179,1"	"51"
"325"	"chr11,58684338,Olfr320,1"	"51"
"326"	"chr4,118782110,Olfr1337,1"	"51"
"327"	"chr4,118809370,Olfr1335,1"	"51"
"328"	"chr4,118832124,Olfr1333,1"	"51"
"329"	"chr4,118854568,Olfr1332-ps1,1"	"51"
"330"	"chr4,118868178,Olfr1331,1"	"51"
"331"	"chr4,118893356,Olfr1330,1"	"51"
"332"	"chr4,118916994,Olfr1329,1"	"51"
"333"	"chr4,118934799,Olfr1328,1"	"51"
"334"	"chr6,116541368,Olfr213,1"	"51"
"335"	"chr16,58797738,Olfr173,1"	"53"
"336"	"chr16,59217266,Olfr199,1"	"53"
"337"	"chr16,59269372,Olfr201,1"	"53"
"338"	"chr16,59285112,Olfr202,1"	"53"
"339"	"chr16,59301832,Olfr203,1"	"53"
"340"	"chr16,59312722,Olfr204,1"	"53"
"341"	"chr16,59329572,Olfr205,1"	"53"
"342"	"chr16,59346960,Olfr206,1"	"53"
"343"	"chr6,42788356,Olfr452,0"	"53"
"344"	"chr6,42818220,Olfr450,0"	"53"
"345"	"chr11,58458188,Olfr30,0"	"54"
"346"	"chr2,88833420,Olfr1205,1"	"54"
"347"	"chr2,90110930,Olfr1268-ps1,1"	"54"
"348"	"chr2,90119557,Olfr1269,1"	"54"
"349"	"chr9,19339104,Olfr845,0"	"54"
"350"	"chr9,19362013,Olfr846,0"	"54"
"351"	"chr9,19376162,Olfr847,0"	"54"
"352"	"chr9,19536820,Olfr853,0"	"54"
"353"	"chr9,19566908,Olfr854,0"	"54"
"354"	"chr9,19584324,Olfr855,0"	"54"
"355"	"chr16,58797738,Olfr173,1"	"58"
"356"	"chr16,58825218,Olfr175-ps1,1"	"58"
"357"	"chr16,58872824,Olfr177,1"	"58"
"358"	"chr16,58890241,Olfr178,1"	"58"
"359"	"chr2,36910840,Olfr354,0"	"58"
"360"	"chr2,36928033,Olfr355,0"	"58"
"361"	"chr2,36937594,Olfr356,0"	"58"
"362"	"chr2,37269169,Olfr367-ps,0"	"58"
"363"	"chr2,85414405,Olfr993,0"	"58"
"364"	"chr2,85432916,Olfr994,0"	"58"
"365"	"chr2,85440706,Olfr995,0"	"58"
"366"	"chr2,85770807,Olfr1013,0"	"58"
"367"	"chr2,85842538,Olfr1019,0"	"58"
"368"	"chr2,85849412,Olfr1020,0"	"58"
"369"	"chr2,85863887,Olfr1021-ps1,0"	"58"
"370"	"chr2,89659570,Olfr1250,0"	"58"
"371"	"chr2,89668902,Olfr1251,0"	"58"
"372"	"chr2,89833409,Olfr1256,0"	"58"
"373"	"chr2,89845398,Olfr48,0"	"58"
"374"	"chr2,89930476,Olfr1258,0"	"58"
"375"	"chr2,90056609,Olfr140,0"	"58"
"376"	"chr2,90110930,Olfr1268-ps1,0"	"58"
"377"	"chr2,90119557,Olfr1269,0"	"58"
"378"	"chr2,90139183,Olfr32,0"	"58"
"379"	"chr2,90149166,Olfr1270,0"	"58"
"380"	"chr2,90223019,Olfr1506,0"	"58"
"381"	"chr2,90253849,Olfr142,0"	"58"
"382"	"chr2,111593542,Olfr1296-ps1,0"	"58"
"383"	"chr2,111946603,Olfr1307,0"	"58"
"384"	"chr2,111962114,Olfr1308,0"	"58"
"385"	"chr2,111982592,Olfr1309,0"	"58"
"386"	"chr2,112010042,Olfr1310,0"	"58"
"387"	"chr2,112022011,Olfr1311,0"	"58"
"388"	"chr2,112045272,Olfr1312,0"	"58"
"389"	"chr6,116541368,Olfr213,1"	"58"
"390"	"chr9,19566908,Olfr854,0"	"58"
"391"	"chr9,19584324,Olfr855,0"	"58"
"392"	"chr9,19712249,Olfr857,0"	"58"
"393"	"chr11,49112428,Olfr1396,0"	"60"
"394"	"chr11,49132773,Olfr56,0"	"60"
"395"	"chr11,49318018,Olfr10,0"	"60"
"396"	"chr11,49326276,Olfr1391,0"	"60"
"397"	"chr11,49340944,Olfr1390,0"	"60"
"398"	"chr11,49428018,Olfr1389,0"	"60"
"399"	"chr11,49444682,Olfr1388,0"	"60"
"400"	"chr11,49459672,Olfr1387,0"	"60"
"401"	"chr11,49468350,Olfr1386,0"	"60"
"402"	"chr11,49493283,Olfr1385,0"	"60"
"403"	"chr11,49512034,Olfr1384,0"	"60"
"404"	"chr11,73800452,Olfr391-ps,0"	"60"
"405"	"chr11,73814394,Olfr392,0"	"60"
"406"	"chr11,73847934,Olfr393,0"	"60"
"407"	"chr11,74107824,Olfr400-ps1,0"	"60"
"408"	"chr11,74121764,Olfr401,0"	"60"
"409"	"chr11,74208516,Olfr43,0"	"60"
"410"	"chr11,74240036,Olfr404-ps1,0"	"60"
"411"	"chr11,74260728,Olfr405-ps1,0"	"60"
"412"	"chr11,74265744,Olfr406-ps,0"	"60"
"413"	"chr11,74281224,Olfr407-ps1,0"	"60"
"414"	"chr11,74287672,Olfr59,0"	"60"
"415"	"chr11,74317514,Olfr409-ps1,0"	"60"
"416"	"chr6,116493616,Olfr211,1"	"60"
"417"	"chr6,116512242,Olfr212,1"	"60"
"418"	"chr6,116541368,Olfr213,1"	"60"
"419"	"chr6,116557423,Olfr214,1"	"60"
"420"	"chr15,98190778,Olfr288,0"	"65"
"421"	"chr15,98340480,Olfr284,0"	"65"
"422"	"chr15,98379322,Olfr283,0"	"65"
"423"	"chr15,98435158,Olfr282,0"	"65"
"424"	"chr15,98456227,Olfr281,0"	"65"
"425"	"chr15,98497476,Olfr279,0"	"65"
"426"	"chr16,16674321,Olfr19,0"	"65"
"427"	"chr16,19414688,Olfr165,0"	"65"
"428"	"chr16,19627046,Olfr171,0"	"65"
"429"	"chr7,106677794,Olfr693,0"	"65"
"430"	"chr7,106688980,Olfr694,0"	"65"
"431"	"chr7,106790580,Olfr699,0"	"65"
"432"	"chr7,106805985,Olfr700,0"	"65"
"433"	"chr7,106818802,Olfr701,0"	"65"
"434"	"chr7,106825116,Olfr702,0"	"65"
"435"	"chr7,106844784,Olfr703,0"	"65"
"436"	"chr7,106867012,Olfr704,0"	"65"
"437"	"chr7,106874565,Olfr705,0"	"65"
"438"	"chr7,106885376,Olfr706,0"	"65"
"439"	"chr7,106895858,Olfr707,0"	"65"
"440"	"chr7,106928068,Olfr709-ps1,0"	"65"
"441"	"chr7,106946190,Olfr710,0"	"65"
"442"	"chr7,106958599,Olfr6,0"	"65"
"443"	"chr7,106973066,Olfr711,0"	"65"
"444"	"chr7,107001030,Olfr2,0"	"65"
"445"	"chr7,107036086,Olfr713,0"	"65"
"446"	"chr7,107073976,Olfr714,0"	"65"
"447"	"chr7,107095985,Olfr17,0"	"65"
"448"	"chr7,107143918,Olfr716,0"	"65"
"449"	"chr7,107902832,Olfr472,0"	"65"
"450"	"chr7,107933074,Olfr473,0"	"65"
"451"	"chr7,107955109,Olfr474,0"	"65"
"452"	"chr7,107967072,Olfr476,0"	"65"
"453"	"chr7,107989671,Olfr477,0"	"65"
"454"	"chr7,108032006,Olfr478,0"	"65"
"455"	"chr7,108053646,Olfr479,0"	"65"
"456"	"chr7,108066282,Olfr480,0"	"65"
"457"	"chr7,108081068,Olfr481,0"	"65"
"458"	"chr7,108095388,Olfr482,0"	"65"
"459"	"chr9,19443594,Olfr849,1"	"65"
"460"	"chr9,19477774,Olfr850,1"	"65"
"461"	"chr9,19498702,Olfr851,1"	"65"
"462"	"chr9,19536820,Olfr853,1"	"65"
"463"	"chr9,19566908,Olfr854,1"	"65"
"464"	"chr9,19584324,Olfr855,1"	"65"
"465"	"chr9,19712249,Olfr857,1"	"65"
"466"	"chr9,19782808,Olfr58,1"	"65"
"467"	"chr9,19809242,Olfr859,1"	"65"
"468"	"chr9,19847685,Olfr860,1"	"65"
"469"	"chr9,20027497,Olfr866,1"	"65"
"470"	"chr9,20054253,Olfr867,1"	"65"
"471"	"chr9,20101690,Olfr868,1"	"65"
"472"	"chr9,20133595,Olfr869,1"	"65"
"473"	"chr9,20172044,Olfr870,1"	"65"
"474"	"chr9,20212780,Olfr871,1"	"65"
"475"	"chr9,20249381,Olfr872,1"	"65"
"476"	"chr9,20282332,Olfr39,1"	"65"
"477"	"chr9,20300994,Olfr873,1"	"65"
"478"	"chr9,20324298,Olfr18,1"	"65"
"479"	"chr6,42742994,Olfr453,0"	"66"
"480"	"chr6,42760134,Olfr38,0"	"66"
"481"	"chr6,42788356,Olfr452,0"	"66"
"482"	"chr6,42818220,Olfr450,0"	"66"
"483"	"chr6,42926259,Olfr446,0"	"66"
"484"	"chr6,42955984,Olfr444,0"	"66"
"485"	"chr2,85335025,Olfr987,1"	"76"
"486"	"chr2,85358000,Olfr988,1"	"76"
"487"	"chr2,85388588,Olfr990-ps1,1"	"76"
"488"	"chr2,85414405,Olfr993,1"	"76"
"489"	"chr2,85432916,Olfr994,1"	"76"
"490"	"chr2,85440706,Olfr995,1"	"76"
"491"	"chr2,89659570,Olfr1250,1"	"76"
"492"	"chr2,89668902,Olfr1251,1"	"76"
"493"	"chr2,89722294,Olfr1252,1"	"76"
"494"	"chr2,89753288,Olfr1253,1"	"76"
"495"	"chr2,89815050,Olfr1255,1"	"76"
"496"	"chr2,89833409,Olfr1256,1"	"76"
"497"	"chr2,89845398,Olfr48,1"	"76"
"498"	"chr2,89880732,Olfr1257,1"	"76"
"499"	"chr2,89930476,Olfr1258,1"	"76"
"500"	"chr2,89944598,Olfr1259,1"	"76"
"501"	"chr2,89977196,Olfr1260,1"	"76"
"502"	"chr2,89993714,Olfr1261,1"	"76"
"503"	"chr2,90004306,Olfr1262,1"	"76"
"504"	"chr2,90015222,Olfr1263,1"	"76"
"505"	"chr2,111294511,Olfr1278,1"	"76"
"506"	"chr2,111304799,Olfr1279,1"	"76"
"507"	"chr2,111315939,Olfr1280,1"	"76"
"508"	"chr2,111328880,Olfr1281,1"	"76"
"509"	"chr2,111335618,Olfr1282,1"	"76"
"510"	"chr2,111368426,Olfr1283,1"	"76"
"511"	"chr2,111378366,Olfr1284,1"	"76"
"512"	"chr2,111620852,Olfr1297,1"	"76"
"513"	"chr2,111646868,Olfr1298,1"	"76"
"514"	"chr2,111663616,Olfr1299,1"	"76"
"515"	"chr2,111848050,Olfr268-ps1,1"	"76"
"516"	"chr2,111872612,Olfr1305,1"	"76"
"517"	"chr2,111913043,Olfr1306,1"	"76"
"518"	"chr2,111946603,Olfr1307,1"	"76"
"519"	"chr2,112010042,Olfr1310,1"	"76"
"520"	"chr2,112022011,Olfr1311,1"	"76"
"521"	"chr2,112045272,Olfr1312,1"	"76"
"522"	"chr2,112073966,Olfr1313,1"	"76"
